frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
10,1.337670,1786330594.247841,2314,50000,1,1,1,0.391506,upperArm_Link,0,0.587037,-0.546830,0.392894,0.328068,upperArm_Link,0.000,SAFE,SAFE,0.000000,132.5122,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11,1.473880,1786330594.380384,2386,50000,1,1,1,0.377663,upperArm_Link,0,0.586414,-0.544005,0.398189,0.313378,upperArm_Link,0.000,SAFE,SAFE,0.000000,135.7869,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12,1.605261,1786330594.516187,2380,50000,1,1,1,0.373244,upperArm_Link,0,0.587894,-0.549929,0.382567,0.301818,upperArm_Link,0.000,SAFE,SAFE,0.018592,131.6772,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
13,1.736563,1786330594.647882,2439,50000,1,1,1,0.369843,upperArm_Link,0,0.583670,-0.552122,0.384880,0.276799,upperArm_Link,0.000,SAFE,SAFE,0.023796,131.6953,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
14,1.880077,1786330594.779593,2388,50000,1,1,1,0.398405,upperArm_Link,0,0.586533,-0.551236,0.393039,0.316613,upperArm_Link,0.000,SAFE,SAFE,0.000000,139.9328,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15,2.007784,1786330594.919541,2406,50000,1,1,1,0.403402,upperArm_Link,0,0.581919,-0.568941,0.382075,0.308424,upperArm_Link,0.000,SAFE,SAFE,0.020801,131.1700,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
16,2.139781,1786330595.050727,2482,50000,1,1,1,0.401093,upperArm_Link,0,0.574308,-0.583593,0.384667,0.322229,upperArm_Link,0.000,SAFE,SAFE,0.041248,133.8393,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
17,2.276809,1786330595.184582,2434,50000,1,1,1,0.374439,upperArm_Link,0,0.574468,-0.575143,0.385265,0.302352,upperArm_Link,0.000,SAFE,SAFE,0.066401,133.8651,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
18,2.405655,1786330595.318465,2405,50000,1,1,1,0.393784,upperArm_Link,0,0.572849,-0.581709,0.386208,0.295164,upperArm_Link,0.000,SAFE,SAFE,0.076667,129.6612,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
19,2.537976,1786330595.448141,2497,50000,1,1,1,0.369993,upperArm_Link,0,0.570022,-0.576468,0.384107,0.275756,upperArm_Link,0.000,SAFE,SAFE,0.079476,125.0559,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
20,2.665550,1786330595.573213,2491,50000,1,1,1,0.364755,upperArm_Link,0,0.572692,-0.573719,0.384849,0.296787,upperArm_Link,0.000,SAFE,SAFE,0.065472,134.1021,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
21,2.796372,1786330595.707331,2412,50000,1,1,1,0.397328,upperArm_Link,0,0.571884,-0.581965,0.387901,0.303697,upperArm_Link,0.000,SAFE,SAFE,0.058960,131.0832,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
22,2.926828,1786330595.838430,2457,50000,1,1,1,0.387436,upperArm_Link,0,0.570967,-0.579860,0.386539,0.296976,upperArm_Link,0.000,SAFE,SAFE,0.000000,132.2093,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
23,3.059503,1786330595.970662,2475,50000,1,1,1,0.378528,upperArm_Link,0,0.570635,-0.576214,0.385814,0.277080,upperArm_Link,0.000,SAFE,SAFE,0.013786,130.3414,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
24,3.190898,1786330596.101020,2288,50000,1,1,1,0.399159,upperArm_Link,0,0.575033,-0.573848,0.381066,0.279143,upperArm_Link,0.000,SAFE,SAFE,0.018619,133.1847,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
25,3.325749,1786330596.234223,2351,50000,1,1,1,0.371746,upperArm_Link,0,0.572290,-0.572855,0.386473,0.283475,upperArm_Link,0.000,SAFE,SAFE,0.000000,128.6823,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
26,3.454020,1786330596.362921,2424,50000,1,1,1,0.383245,upperArm_Link,0,0.575388,-0.564558,0.380898,0.289195,upperArm_Link,0.000,SAFE,SAFE,0.017892,131.9121,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
27,3.585009,1786330596.494849,2458,50000,1,1,1,0.362385,upperArm_Link,0,0.577659,-0.561852,0.383947,0.274258,upperArm_Link,0.000,SAFE,SAFE,0.027738,133.4823,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
28,3.718475,1786330596.628347,2415,50000,1,1,1,0.382401,upperArm_Link,0,0.574289,-0.569744,0.386065,0.294812,upperArm_Link,0.000,SAFE,SAFE,0.000000,134.5710,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
29,3.853710,1786330596.762934,2511,50000,1,1,1,0.371858,upperArm_Link,0,0.578696,-0.562710,0.383613,0.272702,upperArm_Link,0.000,SAFE,SAFE,0.023300,127.9577,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30,3.986842,1786330596.890907,2368,50000,1,1,1,0.392436,upperArm_Link,0,0.573709,-0.566732,0.396658,0.288615,upperArm_Link,0.000,SAFE,SAFE,0.000000,132.8679,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
31,4.112921,1786330597.023791,2425,50000,1,1,1,0.378860,upperArm_Link,0,0.568717,-0.569789,0.384774,0.267127,upperArm_Link,0.000,SAFE,SAFE,0.030964,132.0481,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,4.244554,1786330597.155855,2420,50000,1,1,1,0.351545,upperArm_Link,0,0.571004,-0.560701,0.382124,0.271736,upperArm_Link,0.000,SAFE,SAFE,0.034567,131.7569,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
33,4.374754,1786330597.287637,2433,50000,1,1,1,0.372417,upperArm_Link,0,0.580920,-0.551857,0.384229,0.255451,upperArm_Link,0.000,SAFE,SAFE,0.027245,133.0483,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
34,4.513216,1786330597.420712,2428,50000,1,1,1,0.388797,upperArm_Link,0,0.582125,-0.541873,0.384319,0.258815,upperArm_Link,0.000,SAFE,SAFE,0.053098,137.2915,0.86983252,-0.42900524,1.02395201,-0.11782806,1.57077789,0.86984348,0.00000000,0.00000000,-0.00002669,0.00000000,-0.00002755,0.00000000
35,4.648528,1786330597.558028,2426,50000,1,1,1,0.381052,upperArm_Link,0,0.574495,-0.543577,0.386813,0.237816,upperArm_Link,0.000,SAFE,SAFE,0.047908,133.0843,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00002731,0.00000000,0.00002819,0.00000000
36,4.781077,1786330597.691128,2368,50000,1,1,1,0.379499,upperArm_Link,0,0.575539,-0.536164,0.384093,0.255735,upperArm_Link,0.000,SAFE,SAFE,0.055468,133.2178,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
37,4.913420,1786330597.824362,2387,50000,1,1,1,0.367478,upperArm_Link,0,0.573537,-0.517736,0.385157,0.247661,upperArm_Link,0.000,SAFE,SAFE,0.062722,131.3426,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,5.044597,1786330597.955721,2409,50000,1,1,1,0.337963,upperArm_Link,0,0.571884,-0.513371,0.385224,0.242433,upperArm_Link,0.000,SAFE,SAFE,0.053087,132.4047,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
39,5.176676,1786330598.088142,2400,50000,1,1,1,0.343971,upperArm_Link,0,0.565853,-0.522124,0.380534,0.222169,upperArm_Link,0.000,SAFE,SAFE,0.038906,131.6733,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
40,5.306630,1786330598.219831,2383,50000,1,1,1,0.328813,upperArm_Link,0,0.568510,-0.520925,0.381164,0.230215,upperArm_Link,0.000,SAFE,SAFE,0.042043,123.2593,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
41,5.433313,1786330598.343109,2338,50000,1,1,1,0.322029,upperArm_Link,0,0.565142,-0.516462,0.378306,0.240962,upperArm_Link,0.000,SAFE,SAFE,0.000000,132.9253,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
42,5.568087,1786330598.476049,2415,50000,1,1,1,0.337873,upperArm_Link,0,0.565978,-0.519367,0.379466,0.249445,upperArm_Link,0.000,SAFE,SAFE,0.000000,135.9128,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
43,5.701941,1786330598.611978,2382,50000,1,1,1,0.366858,upperArm_Link,0,0.562089,-0.522605,0.386267,0.227320,upperArm_Link,0.000,SAFE,SAFE,0.000000,132.5949,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
44,5.836407,1786330598.744589,2435,50000,1,1,1,0.371050,upperArm_Link,0,0.553695,-0.524133,0.386302,0.198996,upperArm_Link,0.000,SAFE,SAFE,0.044213,133.9719,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
45,5.969971,1786330598.878576,2414,50000,1,1,1,0.334381,upperArm_Link,0,0.557800,-0.498235,0.374550,0.200665,upperArm_Link,0.000,SAFE,SAFE,0.027640,133.2503,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
46,6.102024,1786330599.011844,2401,50000,1,1,1,0.355337,upperArm_Link,0,0.549613,-0.496461,0.376627,0.151671,upperArm_Link,0.000,SAFE,SAFE,0.035824,134.6077,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
47,6.240141,1786330599.146477,2394,50000,1,1,1,0.381600,upperArm_Link,0,0.544730,-0.496432,0.374836,0.151477,upperArm_Link,0.000,SAFE,SAFE,0.044991,132.3625,0.86983252,-0.42900524,1.02395201,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,-0.00002676,0.00000000,0.00000000,0.00000000
48,6.371642,1786330599.278869,2417,50000,1,1,1,0.346329,upperArm_Link,0,0.569459,-0.445904,0.383419,0.164398,upperArm_Link,0.000,SAFE,SAFE,0.052499,136.5186,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00002810,0.00000000,0.00000000,0.00000000
49,6.508172,1786330599.415414,2423,50000,1,1,1,0.351587,upperArm_Link,0,0.524105,-0.492620,0.373327,0.077923,upperArm_Link,0.000,SAFE,SLOW,0.062331,133.7515,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
50,6.952733,1786330599.863811,2374,50000,1,1,1,0.350253,upperArm_Link,0,0.565345,-0.440048,0.359344,0.115656,upperArm_Link,0.000,SAFE,WARNING,0.042669,131.4119,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
51,7.083640,1786330599.995236,2404,50000,1,1,1,0.329704,upperArm_Link,0,0.582961,-0.416341,0.376333,0.134774,upperArm_Link,0.000,SAFE,WARNING,0.079452,132.1467,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
52,7.218974,1786330600.127396,2422,50000,1,1,1,0.318515,upperArm_Link,0,0.573856,-0.411346,0.376463,0.093575,upperArm_Link,0.000,SAFE,SLOW,0.071833,132.7936,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00002731
53,7.352046,1786330600.260204,2488,50000,1,1,1,0.281747,upperArm_Link,0,0.571311,-0.404783,0.368681,0.098981,upperArm_Link,0.000,SAFE,SLOW,0.069576,133.3122,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00002777
54,7.482776,1786330600.393530,2390,50000,1,1,1,0.290295,upperArm_Link,0,0.572119,-0.401305,0.374300,0.097215,upperArm_Link,0.000,SAFE,SLOW,0.062803,123.4143,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
55,7.620587,1786330600.516966,2464,50000,1,1,1,0.304209,upperArm_Link,0,0.572264,-0.397799,0.366565,0.096279,upperArm_Link,0.000,SAFE,SLOW,0.048046,139.1706,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
56,7.746650,1786330600.656150,2435,50000,1,1,4,0.315075,upperArm_Link,0,0.592290,-0.377422,0.379059,0.062764,upperArm_Link,0.400,SAFE,SLOW,0.082333,135.4422,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
57,7.884512,1786330600.791607,2350,50000,1,1,1,0.317272,upperArm_Link,0,0.580994,-0.385001,0.374384,0.120319,upperArm_Link,0.000,SAFE,WARNING,0.076409,135.0457,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
58,8.014593,1786330600.926665,2359,50000,1,1,1,0.315109,upperArm_Link,0,0.579860,-0.373251,0.370566,0.105908,upperArm_Link,0.000,SAFE,WARNING,0.066777,130.9052,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
59,8.146305,1786330601.057583,2450,50000,1,1,1,0.291733,upperArm_Link,0,0.573431,-0.358040,0.368584,0.085464,upperArm_Link,0.000,SAFE,SLOW,0.077177,132.0711,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
60,8.277150,1786330601.189674,2391,50000,1,1,1,0.304857,upperArm_Link,0,0.568156,-0.356943,0.373876,0.043011,upperArm_Link,0.000,SAFE,STOP,0.051727,129.2816,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
61,8.408579,1786330601.318967,2424,50000,1,1,1,0.289882,upperArm_Link,0,0.548448,-0.374539,0.378220,0.014117,upperArm_Link,0.000,SAFE,STOP,0.055846,131.5484,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
62,8.539211,1786330601.450528,2393,50000,1,1,1,0.290917,upperArm_Link,0,0.579328,-0.338799,0.374573,0.072033,upperArm_Link,0.000,SAFE,SLOW,0.061733,132.3107,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
63,8.671812,1786330601.582852,2432,50000,1,1,4,0.286724,upperArm_Link,0,0.575400,-0.322889,0.375991,0.008230,upperArm_Link,0.400,SAFE,STOP,0.081018,134.4517,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
64,8.806042,1786330601.717318,2508,50000,1,1,1,0.285470,upperArm_Link,0,0.562788,-0.333054,0.358904,0.033982,upperArm_Link,0.000,SAFE,STOP,0.068369,120.0816,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
65,8.925368,1786330601.837415,2490,50000,1,1,4,0.268060,upperArm_Link,0,0.573141,-0.314096,0.372796,-0.004112,upperArm_Link,0.400,SAFE,STOP,0.091587,130.8482,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
66,9.055558,1786330601.968277,2508,50000,1,1,1,0.277122,upperArm_Link,0,0.568326,-0.324434,0.370029,0.055887,upperArm_Link,0.000,SAFE,SLOW,0.075720,131.6606,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
67,9.188370,1786330602.099951,2417,50000,1,1,4,0.277215,upperArm_Link,0,0.580265,-0.305688,0.374271,0.036456,upperArm_Link,0.400,SAFE,STOP,0.096749,132.8608,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
68,9.321469,1786330602.232826,2442,50000,1,1,1,0.269983,upperArm_Link,0,0.549308,-0.324177,0.364367,-0.037920,upperArm_Link,0.000,SAFE,STOP,0.040171,132.3146,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
69,9.454645,1786330602.365154,2398,50000,1,1,1,0.247858,upperArm_Link,0,0.568734,-0.290736,0.367325,0.031608,upperArm_Link,0.000,SAFE,STOP,0.054998,133.6309,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
70,9.586425,1786330602.498798,2410,50000,1,1,1,0.254164,upperArm_Link,0,0.550911,-0.309646,0.366086,-0.057411,upperArm_Link,0.000,SAFE,STOP,0.052382,122.2404,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
71,9.711705,1786330602.621052,2463,50000,2,1,1,0.253830,upperArm_Link,1,0.572928,-0.279949,0.374274,0.021577,upperArm_Link,0.000,SAFE,STOP,0.031521,137.1399,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
72,9.855969,1786330602.758216,2412,50000,2,1,1,0.234583,upperArm_Link,0,0.572676,-0.259942,0.363376,0.006239,upperArm_Link,0.000,SAFE,STOP,0.058693,136.9534,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
73,9.982719,1786330602.895192,2511,50000,2,2,2,0.222722,upperArm_Link,0,0.572221,-0.251838,0.365060,0.021145,upperArm_Link,0.000,SAFE,STOP,0.075721,131.3799,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
74,10.115525,1786330603.026585,2428,50000,2,2,5,0.249901,upperArm_Link,0,0.575140,-0.247468,0.370272,-0.008975,upperArm_Link,0.400,SAFE,STOP,0.082091,135.8103,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
75,10.252638,1786330603.162409,2444,50000,1,0,0,0.218668,upperArm_Link,0,0.461631,-0.367266,0.387953,,,,SAFE,SAFE,,133.2972,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
76,10.382623,1786330603.295720,2428,50000,2,0,0,0.209214,upperArm_Link,0,0.579694,-0.227225,0.365618,,,,SAFE,SAFE,,128.7101,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
77,10.515547,1786330603.424445,2475,50000,2,0,0,0.250724,upperArm_Link,1,0.562624,-0.246860,0.371535,,,,SAFE,SAFE,,123.0572,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
78,10.635351,1786330603.547516,2503,50000,1,0,0,0.217983,upperArm_Link,0,0.445224,-0.362530,0.388919,,,,SAFE,SAFE,,131.1817,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
79,10.769062,1786330603.678712,2421,50000,2,0,0,0.209793,upperArm_Link,1,0.560330,-0.230067,0.371922,,,,SAFE,SAFE,,130.1541,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
80,10.905410,1786330603.808904,2562,50000,2,0,0,0.211255,upperArm_Link,0,0.570765,-0.216336,0.372071,,,,SAFE,SAFE,,128.3337,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
