frame,t_s,cluster_index,dynamic_prefilter_ok,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
17,2.315742,0,0,315,0.506614,-0.617152,0.386917,0.138638,0.118189,0.230987,0.257288,0.020224
17,2.315742,1,0,139,0.129245,0.661667,0.381166,0.156210,0.346045,0.096852,0.316141,
17,2.315742,2,0,98,0.029143,0.693966,0.197477,0.122469,0.238167,0.090219,0.211127,
18,2.462888,0,0,329,0.507860,-0.621617,0.387838,0.141494,0.118949,0.244495,0.260639,0.035835
18,2.462888,1,0,216,0.220793,0.915256,0.054643,0.233015,0.166018,0.119398,0.504509,
18,2.462888,2,0,291,0.199217,0.672530,0.303870,0.261278,0.490891,0.179755,0.614077,0.794837
19,2.596688,0,0,322,0.504477,-0.619886,0.387926,0.139669,0.130071,0.228607,0.255269,0.025836
19,2.596688,1,0,419,0.283181,0.687997,0.357832,0.279858,0.472825,0.317219,0.655308,0.686432
20,2.732679,0,0,611,0.275823,0.744166,0.313170,0.263116,0.477919,0.352512,0.621144,0.524471
20,2.732679,1,0,287,0.507374,-0.619221,0.383932,0.138008,0.116195,0.227376,0.266233,0.036196
21,2.865496,0,0,336,0.506330,-0.616544,0.386996,0.139896,0.121459,0.234507,0.251419,0.031268
21,2.865496,1,0,598,0.281456,0.738952,0.336594,0.277058,0.491148,0.329243,0.637359,0.183500
22,3.003605,0,0,435,0.343944,0.729119,0.378106,0.258602,0.419963,0.356540,0.515823,0.556780
22,3.003605,1,0,327,0.510247,-0.610394,0.377353,0.144939,0.175380,0.240252,0.265528,0.088970
23,3.134299,0,0,391,0.375583,0.719725,0.373328,0.236017,0.371839,0.348808,0.449308,0.248649
23,3.134299,1,1,41,0.247500,0.764725,0.144564,0.098790,0.149945,0.094159,0.181154,
23,3.134299,2,0,317,0.505006,-0.591132,0.384948,0.136453,0.152126,0.223858,0.285877,0.159247
24,3.274292,0,0,487,0.368235,0.726667,0.341700,0.265298,0.421099,0.372224,0.578996,0.235831
24,3.274292,1,0,318,0.508270,-0.582430,0.385214,0.143599,0.181984,0.249235,0.305952,0.066036
25,3.413790,0,0,312,0.498238,-0.566409,0.382474,0.138548,0.198304,0.208333,0.253871,0.148877
25,3.413790,1,0,418,0.383852,0.724132,0.339961,0.254751,0.401514,0.372756,0.551184,0.124068
26,3.539959,0,0,418,0.375945,0.730600,0.327887,0.270230,0.426174,0.339341,0.536486,0.115790
26,3.539959,1,0,310,0.503498,-0.553500,0.386109,0.141582,0.135224,0.230999,0.255967,0.105466
27,3.675783,0,0,402,0.371130,0.739771,0.331486,0.266017,0.449604,0.341877,0.540674,0.080528
27,3.675783,1,0,313,0.495954,-0.529604,0.378368,0.143420,0.156331,0.236462,0.260258,0.192604
28,3.813764,0,0,326,0.373483,0.743248,0.347825,0.240887,0.391230,0.288609,0.460834,0.125569
28,3.813764,1,0,330,0.501283,-0.522075,0.388206,0.141502,0.148036,0.244211,0.271735,0.100379
29,3.950176,0,0,339,0.383466,0.741626,0.332845,0.246277,0.417510,0.322075,0.484705,0.130338
29,3.950176,1,0,352,0.494357,-0.521602,0.376594,0.154414,0.167613,0.272210,0.293031,0.097558
30,4.083570,0,0,314,0.403285,0.724240,0.341320,0.231713,0.308950,0.358593,0.467326,0.205517
30,4.083570,1,0,346,0.496982,-0.508960,0.377103,0.146962,0.200629,0.269899,0.305604,0.095899
31,4.220840,0,0,340,0.495681,-0.496603,0.378140,0.147004,0.145145,0.259429,0.262882,0.093653
31,4.220840,1,0,278,0.391966,0.737481,0.366916,0.243992,0.329507,0.302042,0.479242,0.232542
32,4.365189,0,0,322,0.494725,-0.495569,0.373522,0.155134,0.168566,0.269053,0.271142,0.035164
32,4.365189,1,0,310,0.404835,0.726871,0.350960,0.234257,0.327179,0.306362,0.463123,0.168105
33,4.494909,0,0,292,0.402761,0.726646,0.322778,0.227389,0.405773,0.347809,0.450939,0.203329
33,4.494909,1,0,346,0.490636,-0.484987,0.374225,0.147833,0.156659,0.273576,0.264675,0.081784
34,4.640177,0,0,326,0.368495,0.753989,0.330573,0.244661,0.439977,0.309089,0.473086,0.333047
34,4.640177,1,0,328,0.494965,-0.468077,0.374156,0.149391,0.162622,0.255801,0.303739,0.130567
35,4.772791,0,0,300,0.496851,-0.462143,0.376337,0.146956,0.162379,0.261797,0.268702,0.047476
35,4.772791,1,0,345,0.366536,0.758373,0.324131,0.240452,0.436557,0.294911,0.481845,0.057818
36,4.907593,0,0,313,0.491820,-0.459707,0.365413,0.156693,0.220743,0.278161,0.269835,0.090451
36,4.907593,1,0,321,0.370384,0.755515,0.296129,0.233264,0.422508,0.287093,0.507227,0.209414
37,5.036557,0,0,348,0.486041,-0.450141,0.365541,0.166179,0.182094,0.324843,0.274761,0.083198
37,5.036557,1,0,253,0.307709,0.794771,0.340851,0.221904,0.323728,0.175334,0.489343,0.643302
37,5.036557,2,1,91,0.506295,0.657624,0.214934,0.096739,0.172804,0.100712,0.194162,
38,5.170778,0,0,344,0.354293,0.767663,0.303024,0.245096,0.418334,0.288939,0.504174,0.483492
38,5.170778,1,0,334,0.492057,-0.431671,0.369420,0.148097,0.127040,0.271343,0.269579,0.145443
39,5.304839,0,0,332,0.375822,0.754839,0.291691,0.229477,0.384730,0.273370,0.499596,0.205297
39,5.304839,1,0,348,0.483031,-0.434837,0.367351,0.161649,0.195511,0.306372,0.277339,0.073047
40,5.446177,0,0,283,0.489640,-0.419326,0.379757,0.145543,0.128991,0.230447,0.270755,0.154181
40,5.446177,1,0,316,0.363925,0.762707,0.308815,0.233158,0.402924,0.299436,0.461651,0.164151
41,5.583753,0,0,306,0.355759,0.764798,0.326560,0.244721,0.439944,0.311178,0.472521,0.150942
41,5.583753,1,0,304,0.488823,-0.401199,0.378530,0.143874,0.140200,0.244286,0.276447,0.139732
42,5.709989,0,0,305,0.491249,-0.400765,0.368231,0.147851,0.155371,0.256239,0.264463,0.076619
42,5.709989,1,0,286,0.368853,0.755934,0.325682,0.252926,0.460996,0.333821,0.517883,0.114581
43,5.847725,0,0,287,0.375650,0.750167,0.339386,0.241298,0.447356,0.325668,0.458700,0.120470
43,5.847725,1,0,315,0.486903,-0.389905,0.383088,0.142961,0.124353,0.238620,0.258281,0.139335
44,5.979555,0,0,345,0.487583,-0.384694,0.373173,0.149892,0.149038,0.246633,0.268361,0.082967
44,5.979555,1,0,250,0.414731,0.730177,0.335003,0.212663,0.324808,0.270941,0.453734,0.326159
45,6.111575,0,0,262,0.394069,0.748078,0.316148,0.233262,0.441043,0.319701,0.486917,0.251560
45,6.111575,1,0,317,0.484708,-0.382593,0.370476,0.149004,0.156209,0.252672,0.272043,0.033838
46,6.250310,0,0,304,0.375127,0.759239,0.305413,0.239668,0.445010,0.320671,0.481568,0.185806
46,6.250310,1,0,332,0.485542,-0.370867,0.384319,0.142458,0.137902,0.227094,0.252960,0.137921
47,6.379160,0,0,305,0.364502,0.768880,0.298915,0.241484,0.428527,0.314814,0.490662,0.116295
47,6.379160,1,0,325,0.486080,-0.357253,0.371377,0.150525,0.188396,0.258126,0.271985,0.138753
48,6.508653,0,0,299,0.374297,0.764652,0.291858,0.225670,0.391194,0.284115,0.499799,0.097856
48,6.508653,1,0,323,0.484553,-0.346591,0.369602,0.150936,0.163705,0.250346,0.265040,0.083516
49,6.648066,0,0,315,0.489464,-0.326337,0.371131,0.149045,0.149317,0.232092,0.270717,0.160362
49,6.648066,1,0,424,0.341002,0.792186,0.197895,0.297936,0.415239,0.354424,0.737375,0.793640
50,6.780683,0,0,372,0.356209,0.779174,0.267852,0.239727,0.432251,0.296088,0.490466,0.518449
50,6.780683,1,0,314,0.486894,-0.322041,0.373958,0.146407,0.173443,0.246535,0.257660,0.040965
51,6.913038,0,0,338,0.477340,-0.317163,0.359712,0.160844,0.248090,0.266366,0.271350,0.134479
51,6.913038,1,0,441,0.329877,0.798778,0.192210,0.304369,0.441327,0.353645,0.691687,0.621817
52,7.047440,0,0,433,0.333848,0.795065,0.202318,0.288525,0.464050,0.342582,0.682072,0.086548
52,7.047440,1,0,312,0.486788,-0.308519,0.377452,0.142314,0.131017,0.230292,0.262550,0.164990
53,7.182736,0,0,453,0.338266,0.790442,0.211547,0.274321,0.451905,0.305653,0.656854,0.084284
53,7.182736,1,0,297,0.482818,-0.305345,0.371559,0.152794,0.187712,0.265765,0.274081,0.058419
54,7.315025,0,0,376,0.332826,0.797400,0.214003,0.277267,0.454327,0.290943,0.640526,0.067735
54,7.315025,1,0,294,0.484272,-0.292097,0.366017,0.146403,0.159244,0.239570,0.266362,0.106654
55,7.448722,0,0,326,0.359327,0.780773,0.285787,0.254138,0.471251,0.294758,0.473962,0.578985
55,7.448722,1,0,319,0.482475,-0.287303,0.370860,0.150536,0.150514,0.250453,0.273261,0.052106
56,7.580568,0,0,303,0.371685,0.771822,0.290784,0.242135,0.468200,0.284965,0.417723,0.121344
56,7.580568,1,0,293,0.481675,-0.281839,0.376047,0.146976,0.165510,0.251594,0.258261,0.057252
57,7.715813,0,0,427,0.341373,0.795202,0.195535,0.305620,0.475547,0.358146,0.705032,0.777802
57,7.715813,1,0,307,0.481249,-0.274978,0.369376,0.152063,0.182626,0.252967,0.267847,0.072585
58,7.849363,0,0,414,0.354947,0.783900,0.205783,0.307175,0.486827,0.364473,0.694099,0.148437
58,7.849363,1,0,321,0.481167,-0.269901,0.372804,0.146907,0.161647,0.247137,0.268495,0.044531
59,7.986340,0,0,446,0.351781,0.787638,0.197211,0.310692,0.460117,0.405582,0.737340,0.073344
59,7.986340,1,0,273,0.482311,-0.256432,0.377061,0.142060,0.134259,0.235100,0.245641,0.105282
60,8.119823,0,0,193,0.325279,0.817634,0.008982,0.257920,0.396605,0.278920,0.411752,
60,8.119823,1,0,224,0.382561,0.763096,0.333437,0.223731,0.446398,0.306373,0.320951,
60,8.119823,2,0,284,0.479509,-0.241053,0.364398,0.153031,0.165730,0.262247,0.278359,0.151256
61,8.259468,0,0,277,0.481253,-0.233593,0.370965,0.138602,0.133221,0.231838,0.256769,0.071909
61,8.259468,1,0,381,0.360836,0.781644,0.203624,0.299054,0.427009,0.369208,0.728080,
62,8.390934,0,0,316,0.473564,-0.238346,0.363354,0.161695,0.214271,0.330484,0.295753,0.089221
62,8.390934,1,0,424,0.344721,0.793176,0.198204,0.324176,0.446810,0.358938,0.750450,0.155114
63,8.520025,0,0,199,0.328133,0.817074,0.018959,0.240163,0.371636,0.322152,0.412926,
63,8.520025,1,0,290,0.479010,-0.219196,0.369312,0.141585,0.148484,0.231812,0.251224,0.169169
63,8.520025,2,0,254,0.356446,0.780681,0.316697,0.229797,0.406853,0.280955,0.419007,0.974583
63,8.520025,3,1,21,0.432018,0.443359,0.200230,0.073313,0.082100,0.139137,0.086282,
64,8.655752,0,0,168,0.304738,0.825771,0.000986,0.166735,0.280663,0.249576,0.320339,0.230213
64,8.655752,1,0,257,0.353961,0.784468,0.320206,0.226081,0.405468,0.269765,0.422260,0.042885
64,8.655752,2,0,313,0.479057,-0.208078,0.372899,0.145074,0.163538,0.237658,0.267785,0.087441
65,8.787368,0,0,182,0.311083,0.828224,0.006444,0.209319,0.318700,0.268097,0.379856,0.065694
65,8.787368,1,0,218,0.360427,0.783781,0.329686,0.232741,0.440087,0.272018,0.363926,0.086584
65,8.787368,2,0,316,0.475197,-0.204866,0.369997,0.147624,0.214324,0.267857,0.264221,0.043686
66,8.929995,0,0,288,0.475260,-0.197200,0.374270,0.143473,0.176929,0.248812,0.257172,0.064571
66,8.929995,1,0,390,0.298525,0.825919,0.187707,0.320661,0.446772,0.320302,0.735761,
67,9.049960,0,0,311,0.470410,-0.194460,0.365372,0.155789,0.205823,0.267914,0.272365,0.083027
67,9.049960,1,0,452,0.313687,0.815794,0.183964,0.293286,0.461433,0.319750,0.689692,0.147206
68,9.178600,0,0,471,0.320306,0.812271,0.186879,0.308661,0.467561,0.325853,0.737940,0.059373
68,9.178600,1,0,317,0.472498,-0.173030,0.374468,0.145864,0.168058,0.249792,0.258435,0.172507
69,9.312167,0,0,450,0.321669,0.812469,0.188518,0.284745,0.460570,0.268193,0.659719,0.016045
69,9.312167,1,0,307,0.472703,-0.161999,0.372752,0.152314,0.177113,0.295646,0.253297,0.083676
70,9.448143,0,0,439,0.301426,0.827032,0.174978,0.309429,0.452503,0.334590,0.754081,0.213424
70,9.448143,1,0,275,0.478492,-0.149165,0.371344,0.142470,0.153987,0.234986,0.260037,0.106426
71,9.575336,0,0,283,0.352480,0.785045,0.303920,0.241771,0.459708,0.276230,0.438968,
71,9.575336,1,0,277,0.478796,-0.143869,0.376418,0.147148,0.136496,0.257609,0.291350,0.052703
72,9.704256,0,0,193,0.371741,0.774979,0.333824,0.228962,0.460359,0.287198,0.312330,0.311326
72,9.704256,1,0,291,0.479251,-0.145039,0.374258,0.146169,0.158697,0.233073,0.249235,0.021034
72,9.704256,2,1,29,0.216979,0.866853,0.177525,0.066707,0.144686,0.109915,0.078716,
73,9.837292,0,0,247,0.479635,-0.139060,0.374124,0.140687,0.120600,0.224767,0.253978,0.044349
73,9.837292,1,0,235,0.358125,0.777134,0.322066,0.245637,0.473793,0.295884,0.373400,0.134090
74,9.972778,0,0,233,0.366846,0.771849,0.332837,0.230292,0.446037,0.290929,0.394513,0.111932
74,9.972778,1,0,247,0.477635,-0.128060,0.377779,0.142793,0.110261,0.226889,0.258395,0.088766
75,10.106714,0,0,228,0.372751,0.771157,0.334686,0.217176,0.395303,0.275104,0.355314,0.046091
75,10.106714,1,0,271,0.478607,-0.125694,0.371035,0.144352,0.181137,0.223050,0.264121,0.053400
75,10.106714,2,0,113,0.298329,0.825910,0.004116,0.118276,0.215927,0.161121,0.204111,
76,10.249179,0,0,182,0.332932,0.811453,0.029712,0.215241,0.331117,0.254271,0.397632,0.330943
76,10.249179,1,0,246,0.369633,0.770293,0.335915,0.232564,0.430868,0.295612,0.396897,0.025226
76,10.249179,2,0,244,0.481538,-0.114557,0.376014,0.136597,0.151373,0.219976,0.256753,0.091448
77,10.387061,0,0,166,0.339420,0.801833,0.048890,0.193604,0.366435,0.185463,0.331647,0.159200
77,10.387061,1,0,208,0.383623,0.762537,0.349333,0.212013,0.408278,0.279684,0.286787,0.148284
77,10.387061,2,0,228,0.478468,-0.115745,0.370451,0.140525,0.155062,0.222981,0.263067,0.045915
78,10.520946,0,0,181,0.325012,0.813794,0.033151,0.210677,0.316791,0.241725,0.351006,0.181145
78,10.520946,1,0,233,0.476455,-0.115556,0.364054,0.144662,0.171140,0.226344,0.260128,0.049672
78,10.520946,2,0,249,0.357742,0.778016,0.321740,0.234965,0.410619,0.271556,0.464617,0.302688
79,10.655217,0,0,171,0.329007,0.811901,0.024838,0.211240,0.353008,0.260086,0.382132,0.069248
79,10.655217,1,0,221,0.472269,-0.109347,0.361136,0.150238,0.214572,0.234814,0.277161,0.059115
79,10.655217,2,0,270,0.342756,0.786363,0.316632,0.250928,0.449217,0.304999,0.447097,0.131641
80,10.797065,0,0,247,0.345715,0.784872,0.315028,0.245423,0.461839,0.307541,0.451869,0.027560
80,10.797065,1,0,212,0.473263,-0.112469,0.370592,0.141050,0.182015,0.205526,0.269162,0.074924
81,10.913637,0,0,214,0.481956,-0.094784,0.358046,0.138761,0.148135,0.207320,0.248486,0.183412
81,10.913637,1,0,423,0.309901,0.824217,0.182219,0.309557,0.450646,0.356574,0.726554,
82,11.047304,0,0,373,0.302744,0.826890,0.200196,0.311491,0.455967,0.349021,0.684851,0.148833
82,11.047304,1,0,226,0.476172,-0.089204,0.355712,0.147284,0.191279,0.234917,0.275816,0.063768
83,11.184276,0,0,458,0.302915,0.830354,0.175660,0.314099,0.450161,0.326617,0.714059,0.185676
83,11.184276,1,0,226,0.474495,-0.085839,0.362593,0.140414,0.196914,0.221891,0.263987,0.058758
84,11.322395,0,0,456,0.308462,0.824122,0.192466,0.323824,0.464037,0.337590,0.716708,0.135887
84,11.322395,1,0,199,0.480294,-0.064961,0.356249,0.143429,0.157912,0.234677,0.260084,0.163513
85,11.455067,0,1,46,0.213245,0.874134,0.162048,0.082697,0.145488,0.075289,0.169589,0.821072
85,11.455067,1,0,198,0.486610,-0.052386,0.349010,0.141994,0.156670,0.217359,0.260824,0.116255
85,11.455067,2,0,222,0.361843,0.778160,0.342826,0.242692,0.480282,0.302372,0.305816,
85,11.455067,3,1,29,0.239403,-0.126267,0.317093,0.066919,0.096226,0.062332,0.146055,
86,11.599190,0,0,255,0.362346,0.775075,0.333738,0.237706,0.471630,0.321645,0.370439,0.069566
86,11.599190,1,0,186,0.485913,-0.046931,0.345664,0.147348,0.164221,0.228820,0.269700,0.046597
87,11.739255,0,0,243,0.376499,0.763515,0.326254,0.236981,0.467936,0.328752,0.350849,0.142474
87,11.739255,1,0,189,0.483193,-0.037497,0.351903,0.144428,0.201028,0.220770,0.251467,0.083926
88,11.863556,0,0,224,0.376760,0.763689,0.329907,0.215500,0.418448,0.292172,0.368624,0.027517
88,11.863556,1,0,188,0.483017,-0.030913,0.335870,0.150409,0.210129,0.221743,0.265839,0.130109
89,11.996251,0,0,217,0.379885,0.766832,0.334816,0.217488,0.413145,0.290841,0.309827,0.050560
89,11.996251,1,0,193,0.478962,-0.021770,0.337763,0.152392,0.222044,0.234828,0.264563,0.077818
90,12.129587,0,0,219,0.370161,0.771941,0.322763,0.224771,0.427014,0.296119,0.369973,0.120926
90,12.129587,1,0,157,0.489469,-0.011514,0.333012,0.145024,0.181323,0.217219,0.261571,0.114429
91,12.260108,0,0,208,0.372959,0.774951,0.321605,0.226333,0.432287,0.285509,0.377517,0.032721
91,12.260108,1,0,163,0.486184,-0.004773,0.331626,0.154368,0.196652,0.241761,0.275805,0.058437
92,12.392883,0,0,379,0.315445,0.824841,0.173222,0.323630,0.419903,0.341393,0.717020,
92,12.392883,1,0,152,0.486370,-0.000585,0.330805,0.152077,0.216946,0.224814,0.275408,0.031958
93,12.525554,0,0,383,0.303815,0.835908,0.172042,0.325386,0.459031,0.329406,0.729225,0.122245
93,12.525554,1,0,154,0.483789,0.006369,0.338610,0.143731,0.180611,0.227642,0.258783,0.081772
94,12.660548,0,0,398,0.301307,0.841352,0.164652,0.332844,0.432560,0.345177,0.749118,0.071529
94,12.660548,1,0,144,0.491092,0.021326,0.322621,0.140745,0.174121,0.224126,0.244239,0.173487
95,12.792015,0,0,386,0.288767,0.848151,0.159955,0.306609,0.427465,0.322850,0.736426,0.113601
95,12.792015,1,0,165,0.491606,0.058038,0.328341,0.148088,0.194941,0.233950,0.270717,0.281085
96,12.924671,0,0,374,0.297277,0.843964,0.162811,0.308220,0.439445,0.328859,0.721419,0.074670
96,12.924671,1,0,179,0.491871,0.068732,0.329598,0.161779,0.180809,0.254934,0.275930,0.081195
97,13.054657,0,0,390,0.298451,0.839208,0.166279,0.306968,0.464955,0.335625,0.731807,0.044991
97,13.054657,1,0,154,0.493195,0.068664,0.333978,0.152716,0.189606,0.217035,0.268421,0.034304
98,13.194699,0,0,147,0.501184,0.080712,0.346099,0.139319,0.180807,0.215323,0.252677,0.140204
98,13.194699,1,0,387,0.297733,0.836864,0.176659,0.327626,0.475316,0.327068,0.737531,0.079264
99,13.329383,0,0,390,0.302732,0.834357,0.169443,0.326723,0.465928,0.319175,0.740460,0.067553
99,13.329383,1,0,185,0.503491,0.088963,0.335264,0.142656,0.175596,0.221809,0.262066,0.102210
100,13.463266,0,0,170,0.505850,0.107390,0.355087,0.136959,0.115400,0.208980,0.262443,0.201863
100,13.463266,1,0,209,0.341293,0.795755,0.309683,0.221186,0.416679,0.277973,0.444358,
101,13.600334,0,0,211,0.341336,0.794753,0.306550,0.219005,0.398067,0.278355,0.461321,0.023942
101,13.600334,1,0,192,0.499194,0.115934,0.351778,0.139776,0.138926,0.225272,0.258242,0.082400
102,13.735376,0,0,210,0.344277,0.789043,0.309641,0.228686,0.434090,0.306991,0.424382,0.053971
102,13.735376,1,0,182,0.501341,0.118173,0.358654,0.143688,0.151249,0.237920,0.258343,0.057117
103,13.869086,0,0,182,0.500035,0.117282,0.353625,0.143031,0.166476,0.229485,0.266154,0.038460
103,13.869086,1,0,228,0.328477,0.800348,0.311375,0.230783,0.429634,0.281031,0.449119,0.142302
104,14.002885,0,0,183,0.494906,0.130396,0.362856,0.135331,0.129039,0.249582,0.244911,0.126215
104,14.002885,1,0,424,0.306675,0.824689,0.185603,0.317106,0.422748,0.343048,0.754327,
105,14.135409,0,0,230,0.488476,0.126069,0.349407,0.161694,0.232007,0.296282,0.281163,0.116604
105,14.135409,1,0,428,0.306000,0.820613,0.186289,0.304649,0.459773,0.341953,0.737100,0.031464
106,14.274077,0,0,408,0.294573,0.828506,0.173199,0.311258,0.423239,0.334581,0.761407,0.140249
106,14.274077,1,0,213,0.492535,0.144334,0.359462,0.147264,0.198291,0.268340,0.275210,0.156098
107,14.411129,0,0,229,0.493725,0.142921,0.354244,0.147740,0.203409,0.282182,0.262870,0.040413
107,14.411129,1,0,387,0.305881,0.821156,0.196434,0.301360,0.410098,0.326574,0.726111,0.196125
108,14.545366,0,0,402,0.295879,0.822399,0.193144,0.292357,0.399776,0.294832,0.678641,0.078630
108,14.545366,1,0,200,0.494172,0.159050,0.373177,0.130838,0.166643,0.229590,0.264253,0.184488
109,14.689118,0,0,219,0.497293,0.162325,0.366352,0.136327,0.175115,0.236898,0.257077,0.060257
109,14.689118,1,0,423,0.310973,0.814005,0.217529,0.311846,0.436004,0.319228,0.703415,0.219893
110,14.810965,0,0,224,0.495226,0.161541,0.368760,0.138068,0.199432,0.227040,0.259227,0.024671
110,14.810965,1,0,403,0.300241,0.818435,0.201732,0.305466,0.406598,0.302554,0.732845,0.147954
111,14.934439,0,0,209,0.495420,0.162308,0.366505,0.130854,0.151184,0.235456,0.290076,0.019486
111,14.934439,1,0,419,0.301957,0.814234,0.204689,0.333790,0.412350,0.310211,0.754046,0.044158
112,15.067279,0,0,226,0.494962,0.174632,0.380456,0.131049,0.155532,0.231318,0.242305,0.141650
112,15.067279,1,0,371,0.290260,0.822887,0.219757,0.323356,0.360907,0.269718,0.740932,0.159351
112,15.067279,2,0,41,0.472273,0.694151,0.216031,0.130175,0.254609,0.140425,0.130004,
