frame,t_s,cluster_index,dynamic_prefilter_ok,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
94,12.910682,1,0,167,0.471812,0.106917,0.344451,0.139997,0.164521,0.223578,0.263819,0.101944
94,12.910682,2,0,311,0.363378,0.748394,0.393825,0.164792,0.293638,0.236115,0.325382,0.138259
95,13.049361,0,0,252,0.235848,0.882704,0.052670,0.192604,0.353191,0.197588,0.398291,0.196996
95,13.049361,1,0,222,0.371775,0.738542,0.402477,0.159169,0.268377,0.212946,0.335480,0.111556
95,13.049361,2,0,179,0.472115,0.121296,0.352144,0.134422,0.162149,0.211840,0.257684,0.116855
96,13.185825,0,0,239,0.244371,0.873498,0.072509,0.144625,0.332208,0.174379,0.326516,0.171548
96,13.185825,1,0,259,0.365506,0.747606,0.395782,0.167717,0.315293,0.207260,0.325285,0.094246
96,13.185825,2,0,169,0.461930,0.124295,0.341090,0.144189,0.187857,0.248377,0.255393,0.112014
97,13.325156,0,0,272,0.228610,0.893185,0.045895,0.199947,0.329738,0.175710,0.405351,0.271078
97,13.325156,1,0,247,0.360320,0.752081,0.397796,0.162624,0.264150,0.202212,0.341898,0.052786
97,13.325156,2,0,223,0.455709,0.146140,0.351848,0.144343,0.183262,0.302350,0.257048,0.185819
98,13.458725,0,0,249,0.366841,0.743282,0.396698,0.159564,0.280121,0.218156,0.326939,0.079752
98,13.458725,1,0,277,0.235481,0.892474,0.046002,0.168318,0.285145,0.162963,0.408366,0.050061
98,13.458725,2,0,202,0.457600,0.141482,0.351871,0.139776,0.196218,0.272806,0.258118,0.036429
99,13.593714,0,0,253,0.249746,0.887785,0.055911,0.190614,0.328232,0.176689,0.378704,0.132956
99,13.593714,1,0,271,0.359944,0.750800,0.397033,0.167331,0.289232,0.221953,0.308238,0.075437
99,13.593714,2,0,243,0.455190,0.152057,0.354402,0.147010,0.186291,0.283377,0.257449,0.082307
100,13.736236,0,0,163,0.456606,0.168689,0.363913,0.138033,0.131646,0.220412,0.244218,0.140410
100,13.736236,1,0,295,0.225277,0.903732,0.030278,0.221056,0.342998,0.175003,0.420390,0.284013
100,13.736236,2,0,278,0.364466,0.746895,0.394455,0.161915,0.310933,0.215809,0.316640,0.047556
101,13.869328,0,0,254,0.238544,0.887651,0.072460,0.171517,0.332673,0.178682,0.329113,0.337406
101,13.869328,1,0,189,0.453212,0.175856,0.361415,0.131000,0.151828,0.226216,0.251528,0.059618
101,13.869328,2,0,281,0.370890,0.747654,0.392206,0.162509,0.300436,0.227410,0.307040,0.049104
102,14.009622,0,0,274,0.225536,0.894157,0.043556,0.191949,0.332388,0.158436,0.448480,0.234088
102,14.009622,1,0,246,0.376275,0.744896,0.396558,0.170463,0.320136,0.225370,0.302483,0.053920
102,14.009622,2,0,200,0.452489,0.183805,0.364361,0.132053,0.098281,0.259384,0.251452,0.061554
103,14.149959,0,0,232,0.367831,0.754048,0.398701,0.166416,0.287684,0.215676,0.321643,0.090505
103,14.149959,1,0,306,0.224131,0.897944,0.038766,0.188989,0.346475,0.170354,0.403177,0.044879
103,14.149959,2,0,208,0.451576,0.190937,0.362503,0.133091,0.146986,0.235377,0.257999,0.053190
104,14.285805,0,0,297,0.228222,0.896912,0.040502,0.192488,0.326320,0.176805,0.411412,0.033291
104,14.285805,1,0,224,0.356142,0.757706,0.393699,0.172433,0.329635,0.210854,0.317271,0.096534
104,14.285805,2,0,199,0.445813,0.209339,0.365656,0.134307,0.125090,0.235891,0.254640,0.142568
105,14.426079,0,0,309,0.227551,0.893910,0.041658,0.221605,0.359052,0.207284,0.417597,0.023712
105,14.426079,1,0,255,0.372580,0.743512,0.390848,0.165285,0.301508,0.200396,0.314817,0.158024
105,14.426079,2,0,224,0.447846,0.212122,0.361348,0.138053,0.114660,0.267348,0.245170,0.039803
106,14.561688,0,0,275,0.218518,0.907184,0.023149,0.221641,0.346321,0.191671,0.412862,0.180126
106,14.561688,1,0,220,0.448107,0.215157,0.375295,0.129063,0.110051,0.248980,0.244430,0.104946
106,14.561688,2,0,264,0.366447,0.747638,0.388031,0.177635,0.330101,0.253702,0.330537,0.058146
107,14.697224,0,0,229,0.370688,0.748607,0.400455,0.183050,0.325206,0.247333,0.283313,0.097623
107,14.697224,1,0,247,0.234081,0.901450,0.021457,0.206645,0.341067,0.165255,0.407339,0.123636
107,14.697224,2,0,243,0.447781,0.230440,0.361612,0.145300,0.138840,0.249584,0.243895,0.152151
108,14.838784,0,0,294,0.226987,0.902785,0.034518,0.208953,0.338808,0.185820,0.407570,0.106126
108,14.838784,1,0,251,0.444705,0.235670,0.366135,0.135236,0.118963,0.216367,0.247181,0.053821
108,14.838784,2,0,258,0.360389,0.755802,0.390201,0.178529,0.347077,0.215210,0.336589,0.115324
109,14.973106,0,0,275,0.368783,0.750127,0.381026,0.166255,0.286772,0.239301,0.329035,0.099329
109,14.973106,1,0,289,0.233238,0.896561,0.046311,0.202923,0.386482,0.209755,0.419793,0.107013
109,14.973106,2,0,227,0.444157,0.244134,0.374764,0.133965,0.094817,0.256797,0.248513,0.087918
