frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
28,1786088936.573916,2528,50000,1,0.250905,upperArm_Link,0,279,0.691559,-0.048075,0.365515,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
29,1786088936.704860,2556,50000,1,0.256649,upperArm_Link,0,284,0.690644,-0.049036,0.371917,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
30,1786088936.839170,2643,50000,1,0.241251,upperArm_Link,0,278,0.692723,-0.049091,0.366499,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077432,0.86985087
31,1786088936.969374,2681,50000,1,0.247956,upperArm_Link,0,279,0.691657,-0.050628,0.367875,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
32,1786088937.092642,2661,50000,1,0.249752,upperArm_Link,0,284,0.693344,-0.045306,0.369257,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
33,1786088937.220700,2535,50000,1,0.240269,upperArm_Link,0,297,0.690639,-0.053720,0.361317,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
34,1786088937.359616,2679,50000,1,0.243164,upperArm_Link,0,271,0.687818,-0.046115,0.371896,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
35,1786088937.488994,2623,50000,1,0.245190,upperArm_Link,0,277,0.688449,-0.048657,0.365594,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
36,1786088937.619578,2593,50000,1,0.249343,upperArm_Link,0,276,0.687211,-0.046942,0.370386,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
37,1786088937.753679,2659,50000,1,0.239061,upperArm_Link,0,279,0.689842,-0.046654,0.366048,SAFE,0.86983252,-0.42900524,1.02395201,-0.11783173,1.57077789,0.86985087
