condition,trial,direction,t_s,q_ref_1,q_ref_2,q_ref_3,q_ref_4,q_ref_5,q_ref_6,q_act_1,q_act_2,q_act_3,q_act_4,q_act_5,q_act_6,qd_ref_1,qd_ref_2,qd_ref_3,qd_ref_4,qd_ref_5,qd_ref_6,qd_act_1,qd_act_2,qd_act_3,qd_act_4,qd_act_5,qd_act_6,qdd_act_1,qdd_act_2,qdd_act_3,qdd_act_4,qdd_act_5,qdd_act_6,control_period_ms,status_delay_ms,rgbd_delay_ms,online_min_clearance_m,risk_state,speed_scale,hold,completed
B2_static_ccro_nubs,7,forward,5.460000,0.72321705,0.05824241,0.63368274,0.65040558,0.43089209,-0.56910717,0.72637001,0.05936186,0.63514496,0.65369235,0.43353345,-0.56689955,0.23831218,0.06296648,-0.13520675,0.14087023,-0.12325949,-0.12325998,0.25173988,0.04687989,-0.06293983,0.17747057,-0.13149650,-0.14554244,0.70351783,4.83686623,5.11677283,1.64635983,-2.34774392,-0.46384433,20.1064,11.8531,20.1739,0.110992,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.480000,0.72796998,0.05948935,0.63099280,0.65321108,0.42843732,-0.57156195,0.72967392,0.06271070,0.63802410,0.65795679,0.43093007,-0.57097141,0.23697558,0.06172875,-0.13378614,0.13967825,-0.12221650,-0.12221698,0.24699557,0.15705674,-0.03386420,0.20150405,-0.17797986,-0.09468511,-1.00047100,1.82810132,-6.05737446,-2.07109756,0.66011388,3.75561863,22.1655,10.1638,9.6050,0.110602,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.500000,0.73269586,0.06071162,0.62833133,0.65599263,0.42600350,-0.57399578,0.73624983,0.06564413,0.63379039,0.66175251,0.42641425,-0.57068696,0.23560621,0.06049995,-0.13236030,0.13847521,-0.12116384,-0.12116432,0.21172104,0.12000394,-0.30523481,0.09462667,-0.10509195,0.00468230,-2.68238994,-3.26395959,-4.66167222,-2.93902001,2.13690785,-2.26365063,19.9165,13.6215,17.3712,0.102521,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.520000,0.73739401,0.06190941,0.62569842,0.65875002,0.42359083,-0.57640846,0.73814277,0.06751085,0.62581471,0.66174186,0.42672639,-0.57078412,0.23420433,0.05928028,-0.13092947,0.13726134,-0.12010169,-0.12010218,0.13969997,0.02649835,-0.22033108,0.08394325,-0.09250355,-0.18523114,3.09583324,-0.66479072,7.64553536,1.67979796,-3.73408367,-5.96911011,20.1107,5.9047,22.2614,0.111660,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.540000,0.74206381,0.06308289,0.62309418,0.66148302,0.42119949,-0.57879981,0.74183783,0.06670407,0.62497715,0.66511025,0.42271411,-0.57809620,0.23277021,0.05806997,-0.12949392,0.13603684,-0.11903024,-0.11903073,0.33555437,0.09341232,0.00058660,0.16181859,-0.25445529,-0.23408210,4.44084721,-0.10911409,4.35286932,1.21507929,-0.86096589,3.97996294,24.5670,14.4021,13.3161,0.111565,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.560000,0.74670461,0.06423227,0.62051870,0.66419142,0.41882968,-0.58116963,0.75156494,0.07124735,0.62583817,0.66821460,0.41654818,-0.58014740,0.23130415,0.05686921,-0.12805389,0.13480192,-0.11794969,-0.11795018,0.31733386,0.02213379,-0.04621631,0.13254642,-0.12694218,-0.02603262,-5.80812067,-3.31417460,-2.69342091,-1.45124696,7.49016517,3.00320718,21.3272,9.6422,19.3780,0.109202,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.580000,0.75131577,0.06535773,0.61797205,0.66687503,0.41648156,-0.58351775,0.75453118,0.06758942,0.62312850,0.67041210,0.41763642,-0.57913751,0.22980642,0.05567823,-0.12660964,0.13355682,-0.11686021,-0.11686070,0.10322954,-0.03915467,-0.10715023,0.10376871,0.04515131,-0.11395382,-2.07356744,0.34652532,-3.38448745,1.62091402,2.28946471,-1.32251093,20.1720,5.3717,18.3278,0.109454,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.600000,0.75589666,0.06645947,0.61545434,0.66953363,0.41415533,-0.58584400,0.75569412,0.06968116,0.62155216,0.67236535,0.41835423,-0.58470555,0.22827733,0.05449722,-0.12516142,0.13230173,-0.11576201,-0.11576250,0.23439116,0.03599480,-0.18159581,0.19738298,-0.03536359,-0.07893305,4.22548031,3.75136714,0.02777308,-0.31965157,-5.37504751,1.10955519,19.2529,10.8901,14.9701,0.110637,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.620000,0.76044666,0.06753768,0.61296562,0.67216703,0.41185114,-0.58814820,0.76390683,0.06902921,0.61586466,0.67830742,0.41622188,-0.58229483,0.22671720,0.05332640,-0.12370951,0.13103690,-0.11465527,-0.11465577,0.27224875,0.11090002,-0.10603931,0.09098264,-0.16985059,-0.06957161,1.46934893,0.53704750,0.40170667,-4.77679846,-3.22808268,-2.82919213,19.7418,13.4032,19.7346,0.112969,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.640000,0.76496514,0.06859259,0.61050598,0.67477504,0.40956917,-0.59043018,0.76658407,0.07411716,0.61731059,0.67600466,0.41156021,-0.58748842,0.22512632,0.05216596,-0.12225414,0.12976254,-0.11354021,-0.11354070,0.29316512,0.05747670,-0.16552754,0.00631105,-0.16448690,-0.19210074,-0.72454542,-1.44766191,-2.82290412,2.12732736,1.02336100,-2.65736190,20.5926,9.0812,16.2096,0.121494,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,5.660000,0.76945151,0.06962439,0.60807548,0.67735747,0.40730959,-0.59268977,0.77563343,0.07132828,0.60924356,0.67855986,0.40964240,-0.58997886,0.22350504,0.05101610,-0.12079560,0.12847889,-0.11241701,-0.11241750,0.24326694,0.05299354,-0.21895548,0.17607574,-0.12891615,-0.17586608,-3.82397639,1.23181588,3.80914622,5.13627920,1.13928777,3.72239154,16.3293,13.9528,20.8110,0.111101,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.680000,0.77390514,0.07063331,0.60567418,0.67991414,0.40507254,-0.59492682,0.77631475,0.07623690,0.60855237,0.68304769,0.40640356,-0.59452306,0.22185370,0.04987702,-0.11933413,0.12718617,-0.11128588,-0.11128638,0.14020606,0.10674934,-0.01316169,0.21176221,-0.11891539,-0.04320508,-0.84010761,-2.94552721,1.56822032,-3.56510121,0.81045416,3.04761255,19.8984,9.4745,14.5781,0.115849,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.700000,0.77832546,0.07161955,0.60330213,0.68244486,0.40285820,-0.59714117,0.78124168,0.07559825,0.60871709,0.68703035,0.40488579,-0.59170706,0.22017264,0.04874888,-0.11786999,0.12588463,-0.11014703,-0.11014753,0.20966263,-0.06482755,-0.15622666,0.03347169,-0.09649798,-0.05396158,0.89340929,-1.57755752,-1.29931523,-2.58842617,1.00282132,-3.17604608,20.5029,12.0053,13.0413,0.115149,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.720000,0.78271185,0.07258334,0.60095939,0.68494946,0.40066671,-0.59933267,0.78470125,0.07364380,0.60230331,0.68438655,0.40254364,-0.59668153,0.21846222,0.04763189,-0.11640345,0.12457450,-0.10900066,-0.10900116,0.17594243,0.04364704,-0.06513430,0.10822517,-0.07880254,-0.17024692,1.88791346,5.97257707,1.20946321,6.14590845,0.84673931,-1.21434235,15.6782,9.3623,17.9721,0.116705,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.740000,0.78706375,0.07352490,0.59864601,0.68742778,0.39849823,-0.60150117,0.78827937,0.07734413,0.60611172,0.69135936,0.40173369,-0.59851694,0.21672282,0.04652620,-0.11493476,0.12325602,-0.10784699,-0.10784749,0.28517917,0.17407553,-0.10784813,0.27930803,-0.06262841,-0.10253528,1.66829556,0.90262754,-4.29693975,-1.91808875,-1.91571184,0.14793023,20.6702,13.9768,9.8526,0.112027,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.760000,0.79138057,0.07444446,0.59636201,0.68987965,0.39635288,-0.60364653,0.79610842,0.08060682,0.59798938,0.69555888,0.40003851,-0.60078294,0.21495481,0.04543200,-0.11346419,0.12192943,-0.10668622,-0.10668672,0.24267425,0.07975214,-0.23701189,0.03150162,-0.15543101,-0.16432971,-2.13800996,-5.99628496,2.71206828,-4.23143352,-1.75440436,-0.24782375,21.4623,7.7969,23.3809,0.111994,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.780000,0.79566176,0.07534226,0.59410745,0.69230491,0.39423082,-0.60576859,0.79798634,0.08053422,0.59663125,0.69261942,0.39551645,-0.60509013,0.21315859,0.04434944,-0.11199199,0.12059498,-0.10551858,-0.10551908,0.19965877,-0.06577586,0.00063460,0.11005069,-0.13280458,-0.11244823,-0.73146619,-2.46097774,4.80289934,3.50971275,2.81051035,0.09206053,20.5205,15.5469,19.6603,0.113222,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.800000,0.79990673,0.07621852,0.59188234,0.69470340,0.39213218,-0.60786724,0.80409477,0.07797579,0.59801476,0.69996090,0.39472633,-0.60528087,0.21133456,0.04327869,-0.11051843,0.11925292,-0.10434428,-0.10434478,0.21341561,-0.01868697,-0.04489592,0.17189013,-0.04301060,-0.16064729,-1.82799448,3.56907460,-5.09882966,-0.83862951,0.47647531,0.10309611,19.3031,9.5261,16.3532,0.111396,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.820000,0.80411495,0.07707348,0.58968672,0.69707498,0.39005709,-0.60994234,0.80652297,0.07978674,0.59483541,0.69949503,0.39379602,-0.61151602,0.20948313,0.04221990,-0.10904376,0.11790350,-0.10316354,-0.10316403,0.12653899,0.07698712,-0.20331859,0.07650551,-0.11374557,-0.10832438,-0.97046345,4.21568027,-0.53380144,-1.19752524,-2.80453748,3.84656471,19.2422,9.6370,13.0858,0.110902,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.840000,0.80828588,0.07790739,0.58752060,0.69941949,0.38800568,-0.61199376,0.80915633,0.08105527,0.58988202,0.70302112,0.39017650,-0.60961384,0.20760473,0.04117321,-0.10756825,0.11654697,-0.10197658,-0.10197708,0.17459707,0.14994024,-0.06624798,0.12398912,-0.15519210,-0.00678470,2.78175132,-3.43893349,4.97689583,0.94563444,0.46879988,-0.98462992,18.6564,17.0154,12.0508,0.115644,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.860000,0.81241897,0.07872049,0.58538399,0.70173681,0.38597807,-0.61402139,0.81350685,0.08578435,0.59218549,0.70445459,0.38758834,-0.61178741,0.20569978,0.04013877,-0.10609216,0.11518360,-0.10078363,-0.10078413,0.23780904,-0.06057022,-0.00424276,0.11433088,-0.09499357,-0.14770958,0.46686734,-4.86016332,-4.02582592,-0.82852090,4.71697197,-3.00032137,15.9403,9.8260,18.8275,0.112536,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.880000,0.81651370,0.07951303,0.58327691,0.70402679,0.38397438,-0.61602509,0.81866869,0.07863246,0.58971231,0.70759436,0.38637676,-0.61552222,0.20376873,0.03911672,-0.10461574,0.11381364,-0.09958492,-0.09958541,0.19327176,-0.04446629,-0.22728101,0.09084828,0.03348678,-0.12679756,-0.95009640,5.90827931,-6.70464163,0.91389086,-0.07386806,0.93591565,16.4715,12.8856,11.9471,0.119377,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.900000,0.82056955,0.08028525,0.58119936,0.70628931,0.38199471,-0.61800477,0.82123772,0.08400570,0.58309425,0.70808852,0.38892781,-0.61685931,0.20181204,0.03810720,-0.10313926,0.11243736,-0.09838067,-0.09838117,0.19980519,0.17576095,-0.27242842,0.15088652,-0.09794830,-0.11027295,0.62647631,2.16177866,3.80190524,-1.71809338,-4.39817348,1.44808771,20.7850,11.9473,24.0321,0.111639,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.920000,0.82458601,0.08103740,0.57915134,0.70852425,0.38003918,-0.61996030,0.82666090,0.08566290,0.57881517,0.71362982,0.38245883,-0.61993314,0.19983018,0.03711032,-0.10166298,0.11105501,-0.09717113,-0.09717162,0.21833081,0.04200485,-0.07520480,0.02212455,-0.14244016,-0.06887405,2.08974082,-1.86677351,6.61782268,-3.09357365,0.67216660,2.37705643,22.5555,7.9450,31.5013,0.126837,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,5.940000,0.82856259,0.08176974,0.57713284,0.71073147,0.37810790,-0.62189160,0.82997095,0.08568589,0.58008606,0.70897351,0.38323020,-0.61961427,0.19782360,0.03612622,-0.10018716,0.10966688,-0.09595652,-0.09595701,0.28339482,0.10109001,-0.00771551,0.02714357,-0.07106163,-0.01519069,-1.18658485,-0.19161461,-2.43536296,3.26197815,-1.60881259,-0.39284682,21.7471,9.2267,18.2158,0.118139,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.960000,0.83249879,0.08248253,0.57514385,0.71291088,0.37620096,-0.62379855,0.83799669,0.08970650,0.57850655,0.71471556,0.37961636,-0.62054077,0.19579281,0.03515500,-0.09871206,0.10827322,-0.09473708,-0.09473756,0.17086742,0.03434027,-0.17261932,0.15260367,-0.20679266,-0.08458792,-3.73462711,-4.46796815,-3.61237857,0.65681207,-2.89963138,-1.24055472,18.2781,4.7667,20.6363,0.113986,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,5.980000,0.83639414,0.08317603,0.57318435,0.71506237,0.37431845,-0.62568107,0.83680565,0.08705950,0.57318128,0.71507765,0.37495850,-0.62299779,0.19373830,0.03419679,-0.09723794,0.10687432,-0.09351305,-0.09351353,0.13400974,-0.07762871,-0.15221066,0.05341606,-0.18704689,-0.06481288,3.89338015,-0.86061933,3.95916078,0.48821097,3.08289000,1.96761377,16.8749,10.8812,18.3447,0.113461,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.000000,0.84024817,0.08385049,0.57125433,0.71718582,0.37246046,-0.62753906,0.84335708,0.08660135,0.57241813,0.71685220,0.37213449,-0.62313329,0.19166058,0.03325168,-0.09576506,0.10547046,-0.09228467,-0.09228516,0.32660263,-0.00008451,-0.01425289,0.17213211,-0.08347706,-0.00588337,0.38077770,2.65431697,4.27292831,3.00493267,3.66978840,-0.70409711,20.8257,14.5939,13.1700,0.111123,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.020000,0.84406041,0.08450619,0.56935374,0.71928115,0.37062709,-0.62937245,0.84986976,0.08705612,0.57261117,0.72196294,0.37161942,-0.62323312,0.18956016,0.03231978,-0.09429369,0.10406191,-0.09105219,-0.09105268,0.14924084,0.02854397,0.01870648,0.17361336,-0.04025535,-0.09297677,-6.79197211,0.58188929,-4.66652072,-0.32591078,-0.86979670,-5.61194038,16.4418,11.6607,22.1017,0.116051,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.040000,0.84783043,0.08514337,0.56748257,0.72134827,0.36881840,-0.63118114,0.84932672,0.08774311,0.57316639,0.72379674,0.37052427,-0.62685236,0.18743756,0.03140119,-0.09282408,0.10264895,-0.08981586,-0.08981635,0.05492374,0.02319107,-0.20091372,0.15909568,-0.11826893,-0.23036099,0.08720850,1.98917481,-4.21077142,0.73820360,-0.70301097,-0.34097702,24.4838,11.7340,24.3846,0.122216,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.060000,0.85155777,0.08576232,0.56564076,0.72338709,0.36703448,-0.63296508,0.85206671,0.08798376,0.56457462,0.72832676,0.36688866,-0.63244756,0.18529334,0.03049599,-0.09135650,0.10123187,-0.08857593,-0.08857641,0.15272919,0.10811096,-0.14972438,0.20314151,-0.06837579,-0.10661585,4.62182459,2.46944539,4.40179567,-5.00135776,2.37438034,4.73603326,18.3695,10.0171,22.4946,0.116119,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.080000,0.85524202,0.08636330,0.56382829,0.72539752,0.36527539,-0.63472418,0.85543588,0.09206755,0.56717741,0.73192240,0.36778924,-0.63111699,0.18312803,0.02960427,-0.08989120,0.09981096,-0.08733264,-0.08733312,0.23979673,0.12196888,-0.02484189,-0.04095863,-0.02329371,-0.04091966,3.19211355,-2.96022277,1.30064018,-4.09913347,-0.60535968,0.18060180,20.8292,8.3569,15.1551,0.114015,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.100000,0.85888276,0.08694658,0.56204510,0.72737950,0.36354119,-0.63645838,0.86165857,0.09286252,0.56358094,0.72668842,0.36595691,-0.63408435,0.18094221,0.02872612,-0.08842846,0.09838651,-0.08608626,-0.08608673,0.28041373,-0.01029795,-0.09769877,0.03917617,-0.09259018,-0.09939178,-2.85026481,-3.85241390,-2.24025031,4.52398740,-0.06858237,-2.25117001,20.2327,12.1916,18.9104,0.121611,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.120000,0.86247958,0.08751244,0.56029113,0.72933296,0.36183195,-0.63816763,0.86665243,0.09165563,0.56326946,0.73348945,0.36408563,-0.63509266,0.17873642,0.02786160,-0.08696853,0.09695881,-0.08483704,-0.08483751,0.12578613,-0.03212767,-0.11445191,0.14000087,-0.02603701,-0.13096646,-2.24497489,2.13458157,-1.12429212,0.71592626,0.82242990,-0.25935349,17.6481,11.7947,16.8345,0.124885,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.140000,0.86603208,0.08806114,0.55856634,0.73125783,0.36014773,-0.63985186,0.86669002,0.09157741,0.55900287,0.73228845,0.36491543,-0.63932301,0.17651127,0.02701079,-0.08551167,0.09552817,-0.08358523,-0.08358570,0.19061473,0.07508531,-0.14267046,0.06781322,-0.05969298,-0.10976592,2.08995985,-0.16866245,2.02714993,-0.72796683,-2.17994803,2.50087236,22.1674,10.5007,18.2037,0.117541,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.160000,0.86953990,0.08859296,0.55687065,0.73315407,0.35848856,-0.64151104,0.87427702,0.09465904,0.55756264,0.73620198,0.36169792,-0.63948330,0.17426733,0.02617375,-0.08405815,0.09409487,-0.08233111,-0.08233158,0.20938453,-0.03887417,-0.03336591,0.11088219,-0.11323493,-0.03093156,-1.01545298,-1.87817056,2.02067447,-0.99508735,0.76435131,1.11548337,18.8774,10.5962,18.7620,0.115687,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.180000,0.87300266,0.08910818,0.55520399,0.73502161,0.35685450,-0.64314511,0.87506540,0.09002245,0.55766823,0.73672374,0.36038603,-0.64056027,0.17200521,0.02535054,-0.08260822,0.09265923,-0.08107494,-0.08107540,0.14999661,-0.00004151,-0.06184348,0.02800972,-0.02911893,-0.06514658,-1.75996774,1.63293518,-0.05013755,0.39749905,2.27434937,-0.54176252,19.5643,8.5830,19.9474,0.114590,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.200000,0.87641999,0.08960708,0.55356629,0.73686042,0.35524558,-0.64475404,0.88027689,0.09465738,0.55508890,0.73732236,0.36053316,-0.64208916,0.16972552,0.02454121,-0.08116216,0.09122154,-0.07981697,-0.07981743,0.13898582,0.02644323,-0.03537141,0.12678215,-0.02226096,-0.05260206,1.04085424,-2.54507836,-1.68842756,2.16684833,-3.84831655,-1.38983613,16.2683,8.6891,22.5486,0.114525,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.220000,0.87979156,0.09008992,0.55195747,0.73867046,0.35366183,-0.64633780,0.88062483,0.09108018,0.55625338,0.74179503,0.35949559,-0.64266435,0.16742888,0.02374582,-0.07972021,0.08978212,-0.07855749,-0.07855795,0.19163078,-0.10184465,-0.12938058,0.11468366,-0.18305159,-0.12074003,2.87734915,2.61112094,-4.35610258,0.42952619,-2.93041260,-1.37730779,20.3537,13.8538,19.7908,0.119645,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.240000,0.88311704,0.09055700,0.55037745,0.74045170,0.35210328,-0.64789635,0.88794212,0.09058360,0.54991368,0.74190971,0.35321109,-0.64691876,0.16511592,0.02296440,-0.07828265,0.08834127,-0.07729677,-0.07729722,0.25407978,0.13088807,-0.20961551,0.14396320,-0.13947746,-0.10769437,-2.85835139,2.80246800,1.51353804,-0.40282723,4.64536809,1.57099221,17.8421,13.3307,21.8086,0.113317,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.260000,0.88639610,0.09100859,0.54882614,0.74220411,0.35056996,-0.64942968,0.89078803,0.09631570,0.54786875,0.74755356,0.35391650,-0.64697213,0.16278730,0.02219700,-0.07684974,0.08689932,-0.07603507,-0.07603552,0.07729673,0.01025407,-0.06883906,0.09857057,0.00276313,-0.05790034,-1.99190114,-4.76590589,5.43293477,-2.50719432,0.39684482,2.39676366,19.1458,8.5122,24.3158,0.124397,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.280000,0.88962843,0.09144497,0.54730343,0.74392767,0.34906189,-0.65093777,0.89103399,0.09099376,0.54716012,0.74585253,0.35332162,-0.64923478,0.16044365,0.02144365,-0.07542173,0.08545657,-0.07477268,-0.07477313,0.17440374,-0.05974816,0.00770188,0.04367543,-0.12360367,-0.01182383,3.37116067,3.80189501,3.37959072,-1.72467164,-3.66578415,-0.55040145,21.5692,13.5683,28.3040,0.123579,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.300000,0.89281375,0.09186643,0.54580923,0.74562237,0.34757906,-0.65242061,0.89776417,0.09392577,0.54817683,0.74930057,0.34897235,-0.64744508,0.15808565,0.02070438,-0.07399890,0.08401334,-0.07350988,-0.07351032,0.21214315,0.16232987,0.06634457,0.02958370,-0.14386823,-0.07991640,-1.76617789,2.39591869,-3.82355684,-0.01952647,3.10279024,-4.11560286,15.2146,11.3753,16.9329,0.113015,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.320000,0.89595177,0.09227324,0.54434344,0.74728820,0.34612149,-0.65387818,0.89951971,0.09748695,0.54981390,0.74703588,0.34756689,-0.65243143,0.15571397,0.01997920,-0.07258150,0.08256997,-0.07224694,-0.07224738,0.10375662,0.03608858,-0.14524040,0.04289437,0.00050794,-0.17644794,-1.61003566,-7.22542542,-4.22672742,2.17709975,1.88769468,0.32535437,17.9899,16.1672,13.7148,0.118956,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.340000,0.89904222,0.09266569,0.54290594,0.74892516,0.34468918,-0.65531050,0.90191444,0.09536932,0.54236721,0.75101635,0.34899267,-0.65450300,0.15332929,0.01926814,-0.07116980,0.08112676,-0.07098415,-0.07098459,0.14774173,-0.12668714,-0.10272453,0.11666769,-0.06836045,-0.06690222,0.31558359,-0.28471110,4.99995677,-0.69408152,-0.71353841,5.22801269,20.7137,12.0124,15.1042,0.114591,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.360000,0.90208485,0.09304406,0.54149661,0.75053327,0.34328212,-0.65671757,0.90542938,0.09241947,0.54570492,0.75170259,0.34483247,-0.65510752,0.15093231,0.01857121,-0.06976405,0.07968406,-0.06972181,-0.06972223,0.11637997,0.02470014,0.05475787,0.01513111,-0.02803359,0.03267256,-2.51038048,4.16155506,-0.77467406,1.49175562,1.94867880,0.48369305,20.9432,9.4977,21.1551,0.118110,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.380000,0.90507943,0.09340864,0.54011533,0.75211253,0.34190030,-0.65809940,0.90656964,0.09635732,0.54455753,0.75162159,0.34787132,-0.65319609,0.14852374,0.01788841,-0.06836453,0.07824219,-0.06846018,-0.06846061,0.04732651,0.03977506,-0.13371149,0.17633792,0.00958671,-0.04755450,1.04669653,-0.47052943,-4.63889777,2.51726007,-2.80677710,-6.82578949,18.6113,11.1027,12.9113,0.118422,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.400000,0.90802573,0.09375969,0.53876198,0.75366297,0.34054371,-0.65945600,0.90732244,0.09401047,0.54035646,0.75875611,0.34521594,-0.65700970,0.14610429,0.01721974,-0.06697149,0.07680148,-0.06719958,-0.06720000,0.15824783,0.00587896,-0.13079804,0.11582151,-0.14030468,-0.24035901,3.22462799,-0.16471570,1.64333189,-3.01893809,-3.96832157,-0.47520213,18.7479,11.2918,19.2293,0.117521,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.420000,0.91092354,0.09409752,0.53743643,0.75518460,0.33921231,-0.66078740,0.91289955,0.09659248,0.53932561,0.75625445,0.34225914,-0.66281045,0.14367469,0.01656521,-0.06558520,0.07536227,-0.06594029,-0.06594071,0.17631163,0.03318643,-0.06797822,0.05558039,-0.14914616,-0.06656258,-1.48531066,-0.62471882,-0.21199189,-0.93679638,1.55419022,8.39287151,21.5941,15.8342,16.5235,0.132058,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.440000,0.91377266,0.09442240,0.53613853,0.75667747,0.33790609,-0.66209364,0.91437491,0.09533793,0.53763733,0.76097932,0.33925009,-0.65967220,0.14123567,0.01592481,-0.06420593,0.07392490,-0.06468261,-0.06468302,0.09883540,-0.01910979,-0.13927771,0.07834966,-0.07813707,0.09535585,1.09968501,-0.64613426,0.07383805,-0.28552921,2.66887787,-1.50924945,17.8822,9.0107,9.4774,0.125479,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.460000,0.91657291,0.09473461,0.53486814,0.75814161,0.33662499,-0.66337474,0.91685297,0.09582809,0.53375450,0.75938844,0.33913365,-0.65899622,0.13878799,0.01529851,-0.06283392,0.07248970,-0.06342684,-0.06342724,0.22029903,0.00734106,-0.06502469,0.04415923,-0.04239104,-0.12693256,2.44609502,2.08737693,3.80460914,-0.72978352,1.35315256,-4.03487161,20.5581,11.0035,18.0994,0.126849,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.480000,0.91932412,0.09503443,0.53362512,0.75957708,0.33536900,-0.66463074,0.92318687,0.09563157,0.53503634,0.76274569,0.33755445,-0.66474951,0.13633240,0.01468630,-0.06146946,0.07105704,-0.06217328,-0.06217368,0.19667920,0.06438529,0.01290665,0.04915832,-0.02401097,-0.06603902,-4.54328006,1.10312715,1.82246564,-0.51319807,-3.39992755,4.07640348,20.6596,12.0222,16.0297,0.118367,STATIC_CAUTION,1.000,0,1
B2_static_ccro_nubs,7,forward,6.500000,0.92202616,0.09532215,0.53240931,0.76098391,0.33413805,-0.66586170,0.92472014,0.09840350,0.53427076,0.76135477,0.33817321,-0.66163778,0.13386967,0.01408816,-0.06011280,0.06962724,-0.06092223,-0.06092262,0.03856783,0.05146615,0.00787393,0.02363130,-0.17838814,0.03612358,0.81980497,-1.70329636,-1.48691456,4.00061998,-3.71921832,0.00221215,18.5843,10.7799,8.9756,0.121832,SAFE,1.000,0,1
B2_static_ccro_nubs,7,forward,6.520000,0.92467887,0.09559805,0.53122055,0.76236219,0.33293209,-0.66706767,0.92472958,0.09769022,0.53535130,0.76369094,0.33041893,-0.66330456,0.13140059,0.01350405,-0.05876420,0.06820067,-0.05967400,-0.05967439,0.22947140,-0.00374657,-0.04656993,0.20918312,-0.17277970,-0.06595053,4.61100509,-0.88688161,-2.37859758,0.92819938,6.20914135,-3.94179939,17.6822,14.2522,16.6288,0.119477,STATIC_CAUTION,1.000,0,1
