frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
11,1.495306,1786346514.322618,2538,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,current,50000,126.1745,0.00000000,-0.19097222,1.35122454,-0.02290683,1.57078898,0.00000000,0.00000000,-0.15511517,-0.15596699,-0.01918334,0.00000000,0.00000000
12,1.618824,1786346514.448810,2423,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,current,50000,129.1954,0.00000000,-0.20294467,1.33925581,-0.02508931,1.57078898,0.00000000,0.00000000,-0.09692839,-0.09689835,-0.01766925,0.00000000,0.00000000
13,1.750515,1786346514.578023,2445,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,current,50000,130.0717,0.00000000,-0.20904092,1.33313382,-0.02751388,1.57078898,0.00000000,0.00000000,-0.04629240,-0.04648781,-0.01841112,0.00000000,0.00000000
14,1.882784,1786346514.708127,2509,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,current,50000,132.5765,0.00000000,-0.21018167,1.33213234,-0.02855560,1.57078898,0.00000000,0.00000000,-0.00862438,-0.00757149,-0.00787575,0.00000000,0.00000000
15,2.015797,1786346514.840721,2508,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.191000,,,1,1.000000,SAFE,current,50000,128.7238,0.00000000,-0.21020369,1.33206642,-0.02858127,1.57079256,0.00000000,0.00000000,-0.00016558,-0.00049561,-0.00019301,0.00002689,0.00000000
16,2.141402,1786346514.969462,2525,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.190964,,,1,1.000000,SAFE,current,50000,129.2240,0.00002568,-0.21020734,1.33205533,-0.02858127,1.57079256,0.00001834,0.00020442,-0.00002907,-0.00008826,0.00000000,0.00000000,0.00014601
17,2.270573,1786346515.098703,2448,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.190171,,,1,1.000000,SAFE,current,50000,132.8332,0.00076662,-0.20995425,1.33219111,-0.02856660,1.57079256,0.00051352,0.00573612,0.00195939,0.00105116,0.00011359,0.00000000,0.00383355
18,2.408541,1786346515.231566,2407,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.188597,,,1,1.000000,SAFE,current,50000,130.7506,0.00300778,-0.20900057,1.33346021,-0.02840888,1.57079256,0.00299678,0.01624409,0.00691228,0.00919852,0.00114319,0.00000000,0.01799877
19,2.535941,1786346515.362345,2501,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.186517,,,1,1.000000,SAFE,current,50000,129.4628,0.00652542,-0.20757003,1.33542264,-0.02788068,1.57079256,0.00657311,0.02761110,0.01122879,0.01540371,0.00414598,0.00000000,0.02807177
20,2.668636,1786346515.491836,2400,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.184046,,,1,1.000000,SAFE,current,50000,133.3163,0.01084269,-0.20581673,1.33757210,-0.02737816,1.57079256,0.01086103,0.03253518,0.01321297,0.01619847,0.00378701,0.00000000,0.03231405
21,2.797797,1786346515.625181,2466,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.181628,,,1,1.000000,SAFE,current,50000,128.3454,0.01530301,-0.20408174,1.33975089,-0.02691599,1.57079256,0.01530668,0.03453297,0.01343272,0.01686875,0.00357826,0.00000000,0.03441937
22,2.924558,1786346515.753550,2494,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.178528,,,1,1.000000,SAFE,current,50000,129.5373,0.01956893,-0.20243479,1.34194434,-0.02648683,1.57079256,0.01958360,0.03365325,0.01299257,0.01730384,0.00338558,0.00000000,0.03374005
23,3.053688,1786346515.883114,2388,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.176142,,,1,1.000000,SAFE,current,50000,128.7063,0.02402558,-0.20071083,1.34396923,-0.02605400,1.57079256,0.02402191,0.03451292,0.01335058,0.01568101,0.00335188,0.00000000,0.03437089
24,3.183798,1786346516.011838,2508,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.173633,,,1,1.000000,SAFE,current,50000,128.7664,0.02850058,-0.19903454,1.34610391,-0.02562851,1.57079256,0.02845656,0.03439409,0.01288371,0.01640682,0.00327025,0.00000000,0.03408399
25,3.309159,1786346516.140623,2383,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.171233,,,1,1.000000,SAFE,current,50000,127.2438,0.03278483,-0.19747563,1.34815073,-0.02522870,1.57079256,0.03275916,0.03417518,0.01243534,0.01632735,0.00318929,0.00000000,0.03432146
26,3.437347,1786346516.267885,2437,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.168750,,,1,1.000000,SAFE,current,50000,129.7630,0.03724516,-0.19582136,1.35017908,-0.02482155,1.57079256,0.03724882,0.03479519,0.01290502,0.01582322,0.00317621,0.00000000,0.03502411
27,3.569960,1786346516.397666,2484,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.165746,,,1,1.000000,SAFE,current,50000,128.7428,0.04172749,-0.19423309,1.35218918,-0.02441439,1.57079256,0.04173482,0.03380023,0.01197679,0.01515776,0.00307024,0.00000000,0.03382790
28,3.700804,1786346516.526426,2487,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.163226,,,1,1.000000,SAFE,current,50000,119.2692,0.04639322,-0.19259715,1.35423231,-0.02398890,1.57079256,0.04640055,0.03565869,0.01250296,0.01561497,0.00325188,0.00000000,0.03565869
29,3.815860,1786346516.645715,2422,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.160731,,,1,1.000000,SAFE,current,50000,128.9745,0.05034368,-0.19122531,1.35594153,-0.02364411,1.57079256,0.05034735,0.03433520,0.01192330,0.01485559,0.00299677,0.00000000,0.03430331
30,3.950458,1786346516.774717,2382,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.158243,,,1,1.000000,SAFE,current,50000,126.8736,0.05501309,-0.18962604,1.35792601,-0.02325163,1.57079256,0.05502042,0.03469151,0.01188182,0.01474375,0.00291594,0.00000000,0.03471877
31,4.074704,1786346516.901608,2592,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.155732,,,1,1.000000,SAFE,current,50000,129.2379,0.05917263,-0.18819551,1.35966086,-0.02290317,1.57079256,0.05912861,0.03347806,0.01151359,0.01396296,0.00280459,0.00000000,0.03306477
32,4.203945,1786346517.030865,2526,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.153232,,,1,1.000000,SAFE,current,50000,129.5458,0.06365862,-0.18673564,1.36152434,-0.02254003,1.57079256,0.06362561,0.03471047,0.01129574,0.01441870,0.00280975,0.00000000,0.03479559
33,4.344654,1786346517.160439,2487,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.150844,,,1,1.000000,SAFE,current,50000,132.6433,0.06850042,-0.18515106,1.36345744,-0.02216223,1.57079256,0.06851143,0.03440988,0.01126143,0.01373822,0.00268502,0.00000000,0.03472271
34,4.469776,1786346517.293110,2505,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.147747,,,1,1.000000,SAFE,current,50000,131.9804,0.07284337,-0.18376455,1.36516678,-0.02183577,1.57079256,0.07283970,0.03470986,0.01108131,0.01366148,0.00260909,0.00000000,0.03459262
35,4.599627,1786346517.425109,2506,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.145329,,,1,1.000000,SAFE,current,50000,121.4285,0.07736238,-0.18234135,1.36697507,-0.02149098,1.57079256,0.07736971,0.03480142,0.01096018,0.01392580,0.00265531,0.00000000,0.03488611
36,4.719963,1786346517.546563,2459,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.142832,,,1,1.000000,SAFE,current,50000,128.1282,0.08151826,-0.18106854,1.36852300,-0.02120120,1.57079256,0.08153293,0.03453548,0.01057712,0.01286338,0.00240803,0.00000000,0.03459647
37,4.845043,1786346517.674708,2384,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.140343,,,1,1.000000,SAFE,current,50000,129.8356,0.08586854,-0.17973705,1.37011111,-0.02089676,1.57079256,0.08585387,0.03478005,0.01064515,0.01269674,0.00243403,0.00000000,0.03454547
38,4.987636,1786346517.804599,2518,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.137337,,,1,1.000000,SAFE,current,50000,139.3787,0.09092309,-0.17822582,1.37201118,-0.02055563,1.57079637,0.09087539,0.03544752,0.01059826,0.01332523,0.00239231,0.00002675,0.03521595
39,5.116550,1786346517.944002,2490,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.134827,,,1,1.000000,SAFE,current,50000,124.9094,0.09543476,-0.17690900,1.37365818,-0.02026219,1.57079637,0.09540541,0.03499748,0.01021467,0.01277591,0.00227627,0.00000000,0.03513977
40,5.240150,1786346518.068929,2484,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.132446,,,1,1.000000,SAFE,current,50000,125.5190,0.09977403,-0.17565820,1.37513268,-0.01997975,1.57079637,0.09977403,0.03510725,0.01011972,0.01192955,0.00228509,0.00000000,0.03534469
41,5.370324,1786346518.194467,2573,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.129845,,,1,1.000000,SAFE,current,50000,129.2323,0.10431138,-0.17438906,1.37670636,-0.01968998,1.57079637,0.10432239,0.03485616,0.00974954,0.01208910,0.00222606,0.00000000,0.03494070
42,5.498288,1786346518.323717,2536,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.127229,,,1,1.000000,SAFE,current,50000,129.3574,0.10868367,-0.17319696,1.37825787,-0.01942221,1.57079637,0.10869467,0.03416820,0.00931600,0.01212462,0.00209252,0.00000000,0.03416820
43,5.625909,1786346518.453092,2548,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.124729,,,1,1.000000,SAFE,current,50000,129.1756,0.11320268,-0.17197183,1.37969196,-0.01915077,1.57079637,0.11319901,0.03540952,0.00959971,0.01123704,0.00212687,0.00000000,0.03529451
44,5.754053,1786346518.582285,2515,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.122345,,,1,1.000000,SAFE,current,50000,127.1403,0.11756030,-0.17082006,1.38114464,-0.01889768,1.57079637,0.11756764,0.03400562,0.00898810,0.01133635,0.00197508,0.00000000,0.03409156
45,5.881503,1786346518.709444,2451,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.119834,,,1,1.000000,SAFE,current,50000,127.3650,0.12211966,-0.16961695,1.38255322,-0.01863725,1.57079637,0.12207197,0.03577372,0.00943982,0.01105200,0.00204339,0.00000000,0.03534200
46,6.012117,1786346518.836828,2447,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.116732,,,1,1.000000,SAFE,current,50000,129.8099,0.12664968,-0.16847986,1.38396537,-0.01838416,1.57079637,0.12660933,0.03468248,0.00870575,0.01081165,0.00193773,0.00000000,0.03473861
47,6.137949,1786346518.966667,2545,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.114341,,,1,1.000000,SAFE,current,50000,128.6687,0.13100728,-0.16738312,1.38529313,-0.01815307,1.57079637,0.13101095,0.03463037,0.00871592,0.01055180,0.00183646,0.00000000,0.03498019
48,6.268627,1786346519.095354,2388,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.111846,,,1,1.000000,SAFE,current,50000,128.7245,0.13555931,-0.16630106,1.38663566,-0.01790365,1.57079637,0.13556665,0.03483379,0.00828035,0.01027359,0.00190869,0.00000000,0.03486196
49,6.402898,1786346519.224097,2491,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.109431,,,1,1.000000,SAFE,current,50000,137.8771,0.14029475,-0.16514929,1.38801479,-0.01765789,1.57079637,0.14029106,0.03526792,0.00857799,0.01027130,0.00183033,0.00000000,0.03518579
50,6.533080,1786346519.361992,2527,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.106326,,,1,1.000000,SAFE,current,50000,128.6352,0.14482842,-0.16408923,1.38925457,-0.01743414,1.57079637,0.14481741,0.03482549,0.00814281,0.00952336,0.00171874,0.00000000,0.03476918
51,6.680479,1786346519.490656,2427,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.103940,,,1,1.000000,SAFE,current,50000,138.3637,0.15005903,-0.16290447,1.39072180,-0.01718104,1.57079637,0.15005536,0.03548621,0.00803783,0.00995417,0.00171707,0.00000000,0.03553605
52,6.821665,1786346519.629040,2482,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.100736,,,1,1.000000,SAFE,current,50000,145.7955,0.15497051,-0.16183339,1.39203501,-0.01694996,1.57079637,0.15495585,0.03478718,0.00758628,0.00930124,0.00163675,0.00000000,0.03470929
53,6.964101,1786346519.774854,2443,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.098236,,,1,1.000000,SAFE,current,50000,145.4358,0.15987466,-0.16081002,1.39332247,-0.01673721,1.57079637,0.15983066,0.03443061,0.00718476,0.00903888,0.00149363,0.00000000,0.03422462
54,7.097897,1786346519.920307,2525,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.095134,,,1,1.000000,SAFE,current,50000,133.7382,0.16459543,-0.15979764,1.39445949,-0.01652814,1.57079637,0.16458443,0.03528330,0.00756663,0.00849815,0.00156265,0.00000000,0.03552999
55,7.239074,1786346520.054064,2357,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.092731,,,1,1.000000,SAFE,current,50000,137.5206,0.16948490,-0.15880361,1.39563334,-0.01632272,1.57079637,0.16952159,0.03463370,0.00704101,0.00831478,0.00145499,0.00000000,0.03497146
56,7.571470,1786346520.191615,2397,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.086645,,,1,1.000000,SAFE,current,50000,300.3512,0.18120058,-0.15653311,1.39844668,-0.01586422,1.57079637,0.18120793,0.03524613,0.00683072,0.00846381,0.00137939,0.00000000,0.03515786
57,7.668992,1786346520.491985,2367,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.084133,,,1,1.000000,SAFE,current,50000,108.9882,0.18454950,-0.15593521,1.39914739,-0.01573951,1.57079637,0.18450180,0.03433995,0.00613084,0.00718514,0.00127882,0.00000000,0.03377552
58,7.778795,1786346520.601013,2507,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.081729,,,1,1.000000,SAFE,current,50000,134.3290,0.18838258,-0.15524930,1.39994323,-0.01560012,1.57079637,0.18834223,0.03490875,0.00624678,0.00724790,0.00126941,0.00000000,0.03497566
59,7.914038,1786346520.735370,2371,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.079245,,,1,1.000000,SAFE,current,50000,128.6929,0.19291994,-0.15443866,1.40088964,-0.01544240,1.57079637,0.19291626,0.03354981,0.00599396,0.00699782,0.00116625,0.00000000,0.03382097
60,8.046448,1786346520.864081,2341,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.076741,,,1,1.000000,SAFE,current,50000,134.0465,0.19782043,-0.15362802,1.40190935,-0.01528100,1.57079637,0.19783877,0.03700996,0.00612219,0.00770121,0.00121889,0.00000000,0.03717629
61,8.172735,1786346520.998156,2357,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.073635,,,1,1.000000,SAFE,current,50000,130.1021,0.20220739,-0.15289809,1.40277123,-0.01514162,1.57079637,0.20220372,0.03473787,0.00577993,0.00682477,0.00110371,0.00000000,0.03456359
62,8.306183,1786346521.128289,2406,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.070927,,,1,1.000000,SAFE,current,50000,129.8149,0.20691347,-0.15213512,1.40372860,-0.01499490,1.57079637,0.20691347,0.03526534,0.00571736,0.00717411,0.00109946,0.00000000,0.03529281
63,8.440042,1786346521.258121,2383,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.068945,,,1,1.000000,SAFE,current,50000,128.4001,0.21144347,-0.15146022,1.40450633,-0.01486285,1.57079637,0.21145082,0.03384149,0.00504189,0.00580999,0.00098648,0.00000000,0.03389637
64,8.565770,1786346521.386539,2276,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.065936,,,1,1.000000,SAFE,current,50000,128.9016,0.21600284,-0.15080731,1.40524364,-0.01473080,1.57079637,0.21596983,0.03626377,0.00519303,0.00586433,0.00105028,0.00000000,0.03594282
65,8.694603,1786346521.515470,2336,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.063330,,,1,1.000000,SAFE,current,50000,131.7326,0.22036779,-0.15019108,1.40600646,-0.01460976,1.57080007,0.22032377,0.03388072,0.00478311,0.00592100,0.00093955,0.00002868,0.03379524
66,8.819679,1786346521.647222,2345,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.060838,,,1,1.000000,SAFE,current,50000,124.8533,0.22469972,-0.14957853,1.40674376,-0.01449605,1.57080007,0.22470340,0.03463454,0.00489750,0.00589492,0.00090911,0.00000000,0.03501590
67,8.950483,1786346521.772093,2334,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.058345,,,1,1.000000,SAFE,current,50000,134.6728,0.22941315,-0.14896962,1.40745533,-0.01438234,1.57080007,0.22945350,0.03603436,0.00465511,0.00543991,0.00086931,0.00000000,0.03631472
68,9.099633,1786346521.906784,2139,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.055041,,,1,1.000000,SAFE,current,50000,146.8339,0.23448603,-0.14836073,1.40822566,-0.01425762,1.57080007,0.23449703,0.03401176,0.00408239,0.00516478,0.00083616,0.00000000,0.03381495
69,9.274264,1786346522.053647,2294,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.051935,,,1,1.000000,SAFE,current,50000,164.2902,0.24057862,-0.14762713,1.40911698,-0.01412558,1.57080007,0.24054928,0.03488834,0.00420085,0.00510406,0.00075616,0.00000000,0.03465735
70,9.394711,1786346522.217956,2236,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.049531,,,1,1.000000,SAFE,current,50000,134.6685,0.24476385,-0.14714295,1.40964890,-0.01403021,1.57080007,0.24473450,0.03474759,0.00401990,0.00441616,0.00079180,0.00000000,0.03474746
71,9.529727,1786346522.352653,2247,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.046430,,,1,1.000000,SAFE,current,50000,132.4069,0.24943325,-0.14664777,1.41021740,-0.01394217,1.57080007,0.24940756,0.03458395,0.00366756,0.00421067,0.00065201,0.00000000,0.03461110
72,9.667711,1786346522.485089,2226,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.043939,,,1,1.000000,SAFE,current,50000,132.1266,0.25430804,-0.14617093,1.41078961,-0.01384681,1.57080007,0.25428605,0.03532871,0.00345574,0.00414689,0.00069116,0.00000000,0.03535549
73,9.789651,1786346522.617234,2207,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.041343,,,1,1.000000,SAFE,current,50000,128.6174,0.25847128,-0.14578210,1.41127014,-0.01377345,1.57080007,0.25845292,0.03414178,0.00318872,0.00394074,0.00060160,0.00000000,0.03417160
74,9.921012,1786346522.745872,2267,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.038633,,,1,1.000000,SAFE,current,50000,129.3050,0.26314065,-0.14536762,1.41179097,-0.01369642,1.57080007,0.26316267,0.03554612,0.00315525,0.00396484,0.00058639,0.00000000,0.03585353
75,10.058476,1786346522.875196,2230,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.036646,,,1,1.000000,SAFE,current,50000,127.0701,0.26781741,-0.14497513,1.41224945,-0.01361939,1.57080007,0.26786140,0.03402169,0.00285527,0.00333526,0.00056036,0.00000000,0.03418147
