frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
25,1786090281.325974,2384,50000,1,0.233614,upperArm_Link,0,361,0.671420,-0.003261,0.484362,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
26,1786090281.459180,2402,50000,1,0.232397,wrist1_Link,0,350,0.671523,-0.004658,0.497827,SAFE,0.86983252,-0.42900157,1.02395570,-0.11782806,1.57078171,0.86985087
27,1786090281.586504,2393,50000,1,0.241087,wrist1_Link,0,363,0.672154,-0.003747,0.495788,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
28,1786090281.716299,2392,50000,1,0.242122,upperArm_Link,0,346,0.673604,-0.004008,0.490391,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
29,1786090281.847174,2440,50000,1,0.217905,upperArm_Link,0,344,0.671855,-0.004066,0.496085,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
30,1786090281.988808,2502,50000,1,0.238276,wrist1_Link,0,363,0.670553,-0.002490,0.499200,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
31,1786090282.111570,2457,50000,1,0.237855,wrist1_Link,0,369,0.671349,-0.004378,0.489949,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
32,1786090282.242201,2485,50000,1,0.237752,wrist1_Link,0,355,0.673426,-0.002328,0.497047,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
33,1786090282.365385,2456,50000,1,0.222044,upperArm_Link,0,330,0.671216,-0.001662,0.504259,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
34,1786090282.496920,2473,50000,1,0.228975,upperArm_Link,0,354,0.672298,-0.004515,0.498878,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
35,1786090282.632858,2388,50000,1,0.234293,upperArm_Link,0,341,0.671368,-0.000176,0.498950,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
36,1786090282.751402,2439,50000,1,0.235811,upperArm_Link,0,335,0.670422,-0.003631,0.498912,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57077789,0.86985087
37,1786090282.881394,2401,50000,1,0.234501,wrist1_Link,0,347,0.671626,0.000282,0.506115,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
38,1786090283.011840,2442,50000,1,0.240737,upperArm_Link,0,346,0.674929,-0.004176,0.487053,SAFE,0.86983252,-0.42900157,1.02395940,-0.11782806,1.57078171,0.86985087
