frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
30,5.137786,1786965040.070902,2354,50000,0,2354,20,1683,0.008496,0.225176,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,37,4,0,1.496260,0.377040,0.000199,0.000389,2.534425,62,0.035345,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.375942,0.458429,,0,1.000000,SAFE,1,current,50000,184.5874,0.97361565,-0.20712987,1.33592153,-0.02768628,1.57079256,0.97360837,-0.01901373,0.02764613,0.03502759,0.00770464,0.00000000,-0.01909965
31,5.322770,1786965040.255536,2456,50000,0,2456,21,1713,0.008550,0.225066,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,41,4,0,1.662138,0.373729,0.000199,0.000330,2.700459,66,0.034274,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.372134,0.432607,,0,1.000000,SAFE,1,current,50000,181.2089,0.97003198,-0.20205699,1.34235895,-0.02637312,1.57079256,0.97004306,-0.01937291,0.02742339,0.03479996,0.00709876,0.00000000,-0.01927366
32,5.503608,1786965040.436763,2546,50000,0,2546,23,1716,0.009034,0.225493,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,45,4,0,1.828318,0.370337,0.000395,0.000646,2.866533,70,0.033430,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.369137,0.430471,,0,1.000000,SAFE,1,current,50000,162.9487,0.96655107,-0.19716752,1.34853578,-0.02515900,1.57079256,0.96655107,-0.01924880,0.02703789,0.03415673,0.00671385,0.00000000,-0.01931011
33,5.665501,1786965040.599729,2552,50000,0,2552,26,1736,0.010188,0.224129,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,49,4,0,1.994676,0.367024,0.000299,0.000466,3.032850,74,0.033423,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.365838,0.405250,,0,1.000000,SAFE,1,current,50000,166.4746,0.96338922,-0.19280623,1.35392416,-0.02406593,1.57079256,0.96340024,-0.01953043,0.02693925,0.03328350,0.00675179,0.00000000,-0.01946231
34,5.832383,1786965040.766222,2544,50000,0,2544,59,1720,0.023192,0.223613,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,53,4,0,2.160510,0.363737,0.000399,0.000646,3.198997,78,0.032917,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.362230,0.410880,,0,1.000000,SAFE,1,current,50000,165.4683,0.96004033,-0.18823220,1.35958755,-0.02290317,1.57079256,0.96005136,-0.02006748,0.02740888,0.03393666,0.00696762,0.00000000,-0.02006748
35,5.996155,1786965040.931708,2563,50000,0,2563,63,1715,0.024581,0.225953,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,57,4,0,2.327031,0.360436,0.000293,0.000455,3.365223,82,0.032745,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.359135,0.427519,,0,1.000000,SAFE,1,current,50000,174.3880,0.95683444,-0.18397361,1.36484754,-0.02185044,1.57079256,0.95686382,-0.01957532,0.02600311,0.03211771,0.00642796,0.00000000,-0.01946323
36,6.171251,1786965041.106113,2474,50000,1,2474,126,1799,0.050930,0.225553,1,0,0,0.364977,upperArm_Link,0,0.559997,-0.465062,0.371248,,,,,no_stable_track,RUNNING,1,61,4,0,2.493019,0.357048,0.000402,0.000624,3.530943,86,0.031967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.097813,1,0.018974,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.355326,0.343348,,0,1.000000,SAFE,1,current,50000,200.8630,0.95332420,-0.17932256,1.37058794,-0.02076837,1.57079256,0.95334613,-0.02004742,0.02656279,0.03278420,0.00617985,0.00000000,-0.02008998
37,6.379130,1786965041.307005,2573,50000,1,2573,143,1775,0.055577,0.225330,1,0,0,0.360799,upperArm_Link,0,0.565213,-0.461732,0.381118,,,,,reference_step_jump,RUNNING,1,66,5,1,2.700459,0.352932,0.000492,0.000778,3.737831,91,0.031534,0.042814,0.015226,0.037742,-0.013295,0.065868,0.042814,0.023424,0.058065,-0.020454,0.650,0.098143,2,0.023484,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.351635,0.359732,,0,1.000000,SAFE,1,current,50000,173.9079,0.94906557,-0.17378017,1.37741065,-0.01954692,1.57079256,0.94902891,-0.02048614,0.02666162,0.03282061,0.00587579,0.00000000,-0.02076799
38,6.546935,1786965041.480930,2588,50000,1,2588,147,1830,0.056801,0.226043,1,1,0,0.345141,upperArm_Link,0,0.562441,-0.453579,0.370119,,,,,predicted_track_not_dynamic,RUNNING,1,71,5,0,2.908046,0.348719,0.000303,0.000521,3.945146,96,0.032169,0.048191,-0.000497,0.043308,-0.021131,0.053490,0.048191,-0.009816,0.045996,-0.025478,0.650,0.100724,3,0.025648,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.347922,0.328400,,0,1.000000,SAFE,1,current,50000,177.2079,0.94555163,-0.16933452,1.38288331,-0.01856756,1.57079256,0.94555527,-0.02094057,0.02649299,0.03261321,0.00583633,0.00000000,-0.02070045
39,6.721382,1786965041.658158,2487,50000,1,2487,164,1721,0.065943,0.225485,1,1,0,0.359167,upperArm_Link,0,0.566138,-0.447669,0.381192,,,,,predicted_track_not_dynamic,RUNNING,1,75,4,0,3.074448,0.345436,0.000103,0.000352,4.111125,100,0.031629,0.045326,0.003299,0.041354,-0.018260,0.042042,0.045326,0.021361,0.035501,-0.007135,0.250,0.098909,4,0.019162,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.344240,0.359461,,0,1.000000,SAFE,1,current,50000,173.5243,0.94206333,-0.16494022,1.38828254,-0.01761020,1.57079256,0.94205230,-0.01999632,0.02518982,0.03095050,0.00548792,0.00000000,-0.02008038
40,6.896849,1786965041.831713,2530,50000,1,2530,160,1695,0.063241,0.226799,1,1,0,0.347246,upperArm_Link,0,0.568766,-0.443023,0.381195,,,,,predicted_track_not_dynamic,RUNNING,1,79,4,0,3.240574,0.342138,0.000097,0.000117,4.277571,104,0.030973,0.042899,0.005263,0.039966,-0.014674,0.040100,0.042899,0.008936,0.038805,-0.004725,0.250,0.099965,5,0.024454,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.341243,0.347497,,0,1.000000,SAFE,1,current,50000,162.2089,0.93829256,-0.16032216,1.39388359,-0.01659783,1.57079256,0.93828523,-0.02148992,0.02631872,0.03192083,0.00576962,0.00000000,-0.02146886
41,7.059938,1786965041.993953,2551,50000,1,2551,147,1836,0.057624,0.225402,1,1,0,0.331984,upperArm_Link,0,0.569281,-0.437214,0.373616,,,,,predicted_track_not_dynamic,RUNNING,1,83,4,0,3.406729,0.338834,0.000001,0.000033,4.443751,108,0.030731,0.042127,0.005291,0.040384,-0.010760,0.044713,0.042127,-0.000843,0.044582,-0.003311,0.250,0.102028,6,0.026263,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.014497,0.338038,0.324321,,0,1.000000,SAFE,1,current,50000,163.2492,0.93492901,-0.15619931,1.39882457,-0.01575418,1.57079256,0.93493265,-0.02062409,0.02527987,0.03029637,0.00517294,0.00000000,-0.02055684
42,7.223279,1786965042.157219,2409,50000,1,2409,143,1760,0.059361,0.224901,1,1,0,0.402405,upperArm_Link,0,0.581126,-0.444280,0.388877,,,,,predicted_track_not_dynamic,RUNNING,1,87,4,0,3.572092,0.335529,0.000001,0.000209,4.608476,112,0.030349,0.044883,0.033989,0.027665,0.009689,0.073863,0.044883,0.067857,0.008889,0.027787,0.650,0.103528,7,0.009832,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.023839,0.334828,0.377010,,0,1.000000,SAFE,1,current,50000,156.7778,0.93141866,-0.15199941,1.40380573,-0.01492154,1.57079256,0.93143708,-0.02149093,0.02571238,0.03049542,0.00509756,0.00000000,-0.02140043
43,7.379198,1786965042.314025,2587,50000,1,2587,212,1816,0.081948,0.226164,1,1,0,0.322714,upperArm_Link,0,0.571563,-0.423708,0.384334,,,,,predicted_track_not_dynamic,RUNNING,1,91,4,0,3.737831,0.332136,0.000302,0.000513,4.774588,116,0.030335,0.046324,0.031731,0.031730,0.011502,0.047809,0.046324,0.010872,0.046185,0.005870,0.650,0.112935,8,0.017342,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.027621,0.330919,0.321827,,0,1.000000,SAFE,1,current,50000,176.6318,0.92810643,-0.14810765,1.40843117,-0.01417693,1.57079256,0.92813945,-0.02124327,0.02496018,0.02966565,0.00477561,0.00000000,-0.02114961
44,7.556358,1786965042.490670,2479,50000,1,2479,207,1788,0.083501,0.226048,1,1,0,0.313789,upperArm_Link,0,0.570581,-0.416464,0.383632,,,,,predicted_track_not_dynamic,RUNNING,1,95,4,0,3.903754,0.328830,0.000003,0.000187,4.940674,120,0.029700,0.046029,0.031690,0.031170,0.011951,0.043449,0.046029,0.028016,0.031084,0.011692,0.250,0.115028,9,0.010892,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.029111,0.327338,0.311757,,0,1.000000,SAFE,1,current,50000,189.6724,0.92433572,-0.14369866,1.41368008,-0.01336263,1.57079256,0.92433208,-0.02128425,0.02488708,0.02962811,0.00459643,0.00000000,-0.02149116
