axis,offset_m,predicted_clearance_m,predicted_tau_s,predicted_nearest_link,current_clearance_m,reference_clearance_m,candidate_clearance_m,clearance_improvement_m,fast_ms,accepted_steps,max_delta_q_rad,local_repair_ready,formal_scene_feasible,rejection_reasons
z,0.10000000000000026,0.11095548624449517,0.5,left_link,0.13399559261929794,0.07912787239999647,0.08817255458062107,0.009044682180624597,54.62122801691294,1,0.019500000000000073,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.11000000000000026,0.10958824509466522,0.5,left_link,0.13058952456188005,0.07697498859160123,0.0942496483919778,0.01727465980037657,49.77779398905113,1,0.029741880092495787,True,True,
z,0.12000000000000027,0.106437279765935,0.5,wrist1_Link,0.1274558097717206,0.07511754266142406,0.09539192230296747,0.02027437964154341,55.64003298059106,1,0.030000000000000027,True,True,
z,0.13000000000000028,0.10271215638541983,0.5,wrist1_Link,0.12460240354714824,0.07356065713230936,0.09448284696989312,0.02092218983758376,55.75685002258979,1,0.031466230087520364,True,True,
z,0.1400000000000003,0.09927358765014763,0.5,wrist1_Link,0.12203682107618713,0.07230871715564913,0.08895415450023458,0.016645437344585456,54.40839898074046,1,0.02741689506391165,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.1500000000000003,0.09613150825949615,0.5,wrist1_Link,0.11976605034229093,0.0698936854614694,0.08665699260745241,0.01676330714598301,54.65108700445853,1,0.031331478015535597,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.1600000000000003,0.09329540141331558,0.5,wrist1_Link,0.11779646610084804,0.06602769782080603,0.0818722096098784,0.01584451178907237,54.97763998573646,1,0.034634501766606984,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.17000000000000032,0.09077417684364439,0.5,wrist1_Link,0.11613374710739477,0.062479192464606315,0.07479454623639609,0.012315353771789772,54.13672802387737,1,0.029934674662865146,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.18000000000000033,0.08857604748527867,0.5,wrist1_Link,0.11478279888547621,0.059260931107571246,0.07008685302972345,0.010825921922152204,54.95107398019172,1,0.030141562349804252,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.19000000000000034,0.0867084081621681,0.5,wrist1_Link,0.11374768432819687,0.056385085179722294,0.06684676320048138,0.010461678020759091,54.464882996398956,1,0.030190620605988094,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.20000000000000034,0.08517771999924714,0.5,wrist1_Link,0.11303156432041017,0.05386304157048977,0.06406231932933865,0.01019927775884888,55.168552993563935,1,0.030302889433390545,False,False,online_clearance_failed;verification_checks_failed:distance_ok
