scenario_id,angle_deg,center_x_m,center_y_m,center_z_m,speed_m_s,velocity_x_m_s,velocity_y_m_s,trigger_current_m,trigger_predicted_m,trigger_ok,local1_ready,coarse_m,fast_m,fast_ms,hold_start_m,hold_min_m,hold_end_m,tail_safe,moving_away,feasible
44,-75.0,0.54,0.0,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.024152002007902962,0.006902643367220435,False,False,nan,nan,nan,nan,nan,nan,False,False,False
45,-75.0,0.54,0.0,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.024152002007902962,0.007295012706211218,False,False,nan,nan,nan,nan,nan,nan,False,False,False
46,-75.0,0.54,0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,-0.047556134990628135,-0.05982683936606423,False,False,nan,nan,nan,nan,nan,nan,False,False,False
47,-75.0,0.54,0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,-0.047556134990628135,-0.05921622223807055,False,False,nan,nan,nan,nan,nan,nan,False,False,False
48,-75.0,0.54,0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,-0.047556134990628135,-0.057929640398491994,False,False,nan,nan,nan,nan,nan,nan,False,False,False
49,-75.0,0.54,0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,-0.047556134990628135,-0.056596712654871345,False,False,nan,nan,nan,nan,nan,nan,False,False,False
50,-75.0,0.54,0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,-0.047556134990628135,-0.05587331944207574,False,False,nan,nan,nan,nan,nan,nan,False,False,False
51,-75.0,0.6,-0.24,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.20482794557359657,0.17598789012916632,False,False,nan,nan,nan,nan,nan,nan,False,False,False
52,-75.0,0.6,-0.24,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.20482794557359657,0.16654464399496913,False,False,nan,nan,nan,nan,nan,nan,False,False,False
53,-75.0,0.6,-0.24,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.20482794557359657,0.15718086658510572,False,False,nan,nan,nan,nan,nan,nan,False,False,False
54,-75.0,0.6,-0.24,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.20482794557359657,0.14790314705426458,False,False,nan,nan,nan,nan,nan,nan,False,False,False
55,-75.0,0.6,-0.24,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.20482794557359657,0.13871874565872944,True,False,nan,nan,nan,nan,nan,nan,False,False,False
56,-75.0,0.6,-0.16,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.17496008865397916,0.15111647450115834,False,False,nan,nan,nan,nan,nan,nan,False,False,False
57,-75.0,0.6,-0.16,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.17496008865397916,0.1415879954720584,False,False,nan,nan,nan,nan,nan,nan,False,False,False
58,-75.0,0.6,-0.16,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.17496008865397916,0.13214072202120203,True,False,nan,nan,nan,nan,nan,nan,False,False,False
59,-75.0,0.6,-0.16,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.17496008865397916,0.12278205281692053,True,False,nan,nan,nan,nan,nan,nan,False,False,False
60,-75.0,0.6,-0.16,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.17496008865397916,0.11352022264545886,True,False,nan,nan,nan,nan,nan,nan,False,False,False
61,-75.0,0.6,-0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.10061404566209836,0.07711681818310845,False,False,nan,nan,nan,nan,nan,nan,False,False,False
62,-75.0,0.6,-0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.10061404566209836,0.07330767530585067,False,False,nan,nan,nan,nan,nan,nan,False,False,False
63,-75.0,0.6,-0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.10061404566209836,0.06983175510819856,False,False,nan,nan,nan,nan,nan,nan,False,False,False
64,-75.0,0.6,-0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.10061404566209836,0.06669893750199893,False,False,nan,nan,nan,nan,nan,nan,False,False,False
65,-75.0,0.6,-0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.10061404566209836,0.06391815632908582,False,False,nan,nan,nan,nan,nan,nan,False,False,False
66,-75.0,0.6,0.0,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.02978914920655293,0.005888782193028019,False,False,nan,nan,nan,nan,nan,nan,False,False,False
