t_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz
0.379922,0.86851203,-0.42701715,1.02709556,-0.11675701,1.57078898,0.86848634,-0.01087114,0.01723370,0.02412800,0.00985400,0.00000000,-0.01356536,0.58749558,0.39859074,0.53946490,-3.14155058,0.00006077,1.57082203
0.421411,0.86802047,-0.42625421,1.02820325,-0.11633518,1.57078898,0.86798376,-0.01366661,0.02069827,0.03091528,0.01154349,-0.00000000,-0.01357723,0.58749070,0.39806492,0.53949880,3.14158466,0.00000193,1.57083295
0.462866,0.86737859,-0.42530051,1.02965951,-0.11579964,1.57078898,0.86736029,-0.01526538,0.02259352,0.03564667,0.01267874,0.00000000,-0.01491250,0.58749256,0.39738882,0.53950706,3.14156363,-0.00002321,1.57081470
0.505048,0.86674404,-0.42436516,1.03118539,-0.11527512,1.57078898,0.86673671,-0.01588987,0.02350736,0.03591462,0.01293697,0.00000000,-0.01544725,0.58749170,0.39671814,0.53946731,-3.14157907,0.00002712,1.57080365
0.546295,0.86605448,-0.42334178,1.03265631,-0.11472125,1.57078898,0.86607277,-0.01847772,0.02680123,0.03998223,0.01446912,-0.00000000,-0.01776432,0.58749449,0.39599470,0.53951734,3.14153726,-0.00005389,1.57077808
0.587451,0.86522174,-0.42215702,1.03447926,-0.11408301,1.57078898,0.86527318,-0.01927687,0.02768848,0.04344513,0.01469084,0.00000000,-0.01887368,0.58750523,0.39513108,0.53951607,3.14153726,-0.00005388,1.57074479
0.628701,0.86446613,-0.42106029,1.03623629,-0.11351079,1.57078898,0.86451757,-0.01835102,0.02659712,0.04184997,0.01361056,-0.00004445,-0.01861664,0.58750397,0.39433581,0.53947842,-3.14159106,0.00001317,1.57074479
0.670197,0.86370325,-0.41995621,1.03794181,-0.11295692,1.57078528,0.86373258,-0.01945600,0.02869990,0.04351245,0.01441616,0.00000008,-0.01994394,0.58750377,0.39353481,0.53946807,-3.14156283,0.00005174,1.57076703
0.711654,0.86285228,-0.41867971,1.03984559,-0.11231501,1.57078898,0.86286324,-0.01985828,0.02927758,0.04405416,0.01492025,0.00004638,-0.02016705,0.58749315,0.39272782,0.53948954,-3.14157215,0.00003540,1.57078181
0.756509,0.86199397,-0.41743991,1.04173100,-0.11167311,1.57078898,0.86199760,-0.01848346,0.02694142,0.04084627,0.01413300,0.00000000,-0.01865199,0.58749292,0.39183402,0.53949133,-3.14156975,0.00003822,1.57078541
0.798795,0.86123836,-0.41632852,1.04341090,-0.11108256,1.57078898,0.86123466,-0.01826756,0.02618266,0.04024961,0.01414656,0.00000000,-0.01817416,0.58748682,0.39093887,0.53950196,-3.14158147,0.00002425,1.57079992
0.840279,0.86046433,-0.41524643,1.04510188,-0.11048834,1.57078898,0.86047536,-0.01994399,0.02781484,0.04320325,0.01552134,0.00000000,-0.01963418,0.58749465,0.39014151,0.53948612,-3.14157215,0.00003536,1.57078541
0.881746,0.85958403,-0.41402131,1.04699457,-0.10979509,1.57078898,0.85960603,-0.01996594,0.02820443,0.04209927,0.01560376,-0.00000000,-0.01970184,0.58750801,0.38934049,0.53946981,-3.14157401,0.00003261,1.57077063
0.923542,0.85880274,-0.41289893,1.04860485,-0.10918986,1.57078898,0.85883576,-0.01858231,0.02642747,0.03965951,0.01406892,0.00000000,-0.01836295,0.58750843,0.38843053,0.53953134,3.14152022,-0.00007295,1.57076330
0.965443,0.85802877,-0.41180950,1.05031419,-0.10861765,1.57078898,0.85806912,-0.01973474,0.02796908,0.04354120,0.01446731,0.00000000,-0.01978436,0.58750867,0.38762838,0.53950730,3.14155137,-0.00003680,1.57075598
1.006539,0.85716683,-0.41058072,1.05221426,-0.10799041,1.57078898,0.85719609,-0.01979102,0.02799361,0.04194946,0.01435336,0.00000000,-0.02028070,0.58749964,0.38682817,0.53949671,3.14157268,-0.00001182,1.57077063
1.047745,0.85640019,-0.40950599,1.05376577,-0.10743654,1.57078898,0.85640019,-0.01846677,0.02614427,0.03931779,0.01344958,0.00000000,-0.01904304,0.58750727,0.38594239,0.53953027,3.14152927,-0.00006169,1.57079619
1.089174,0.85564089,-0.40842026,1.05546403,-0.10687900,1.57078898,0.85562259,-0.01854674,0.02623109,0.04076237,0.01320527,0.00000000,-0.01854890,0.58749876,0.38514918,0.53950572,3.14156549,-0.00002012,1.57081470
1.130806,0.85485959,-0.40732720,1.05715144,-0.10633980,1.57078898,0.85485959,-0.02000113,0.02790451,0.04140890,0.01390862,0.00000000,-0.01964924,0.58749501,0.38434002,0.53948869,-3.14158360,0.00002151,1.57079619
1.172270,0.85397929,-0.40610206,1.05890465,-0.10572357,1.57078898,0.85399026,-0.02016959,0.02782261,0.04086960,0.01402177,0.00000000,-0.01968360,0.58749786,0.38343799,0.53953740,3.14154365,-0.00004496,1.57078541
1.213731,0.85318702,-0.40502000,1.06054056,-0.10517704,1.57078898,0.85322732,-0.01885972,0.02554509,0.03991866,0.01326461,0.00000000,-0.01862763,0.58750132,0.38262855,0.53953768,3.14154845,-0.00003942,1.57075598
1.256320,0.85239470,-0.40395626,1.06226087,-0.10460849,1.57078898,0.85242409,-0.01989038,0.02715814,0.04153272,0.01438471,0.00000000,-0.02033069,0.58750610,0.38182184,0.53948668,-3.14157881,0.00002689,1.57076690
1.297784,0.85151803,-0.40274212,1.06402898,-0.10397026,1.57078898,0.85152173,-0.01991743,0.02761849,0.04085437,0.01451743,-0.00000000,-0.02031570,0.58750726,0.38092603,0.53952147,3.14155111,-0.00003651,1.57079260
1.339186,0.85074407,-0.40166742,1.06564653,-0.10340538,1.57078898,0.85074043,-0.01863552,0.02611669,0.03983793,0.01354579,0.00000000,-0.01890235,0.58750411,0.38013169,0.53952622,3.14153619,-0.00005304,1.57079992
1.380646,0.84997386,-0.40057802,1.06733012,-0.10284784,1.57078898,0.84995544,-0.01996097,0.02742647,0.04195751,0.01413245,0.00000000,-0.01996203,0.58749143,0.37933158,0.53950740,3.14156043,-0.00002546,1.57081470
1.422229,0.84908611,-0.39938956,1.06913114,-0.10223161,1.57078898,0.84908247,-0.02004664,0.02690337,0.04079362,0.01393514,0.00000000,-0.01969456,0.58749640,0.37843316,0.53950451,3.14155803,-0.00002819,1.57079992
1.464127,0.84830117,-0.39833316,1.07073402,-0.10168508,1.57078898,0.84831214,-0.01936519,0.02602068,0.03901642,0.01335567,0.00000000,-0.01910505,0.58749789,0.37763682,0.53950030,3.14155777,-0.00002820,1.57078541
1.508616,0.84740984,-0.39713740,1.07250571,-0.10107619,1.57078898,0.84742820,-0.01969206,0.02604751,0.03880993,0.01302981,0.00000000,-0.01938426,0.58750053,0.37673511,0.53951449,3.14153619,-0.00005287,1.57077808
1.550275,0.84660286,-0.39608467,1.07408297,-0.10055899,1.57078898,0.84663957,-0.02027387,0.02706252,0.04085838,0.01317860,-0.00000000,-0.02023108,0.58750801,0.37592584,0.53951574,3.14154099,-0.00004734,1.57075958
1.591848,0.84572256,-0.39488524,1.07590592,-0.09997944,1.57078898,0.84574455,-0.02004510,0.02706455,0.04083926,0.01306872,0.00000000,-0.02031025,0.58749916,0.37512171,0.53950519,3.14156762,-0.00001710,1.57077063
1.633344,0.84493756,-0.39383617,1.07747591,-0.09947325,1.57078898,0.84495223,-0.01896742,0.02534909,0.03726728,0.01223127,0.00000000,-0.01927851,0.58749602,0.37422896,0.53950280,3.14157987,-0.00000335,1.57078181
1.674619,0.84415263,-0.39278710,1.07899082,-0.09896706,1.57078898,0.84414893,-0.01909134,0.02557325,0.03782611,0.01225394,0.00000000,-0.01918063,0.58749471,0.37343596,0.53952901,3.14155297,-0.00003350,1.57079992
1.715960,0.84336030,-0.39172339,1.08060110,-0.09846088,1.57078898,0.84336764,-0.02019976,0.02683187,0.04084333,0.01321431,0.00000000,-0.01997814,0.58748716,0.37262975,0.53951820,3.14157987,-0.00000330,1.57078887
1.757575,0.84247637,-0.39056063,1.08238006,-0.09787032,1.57078898,0.84249103,-0.02046499,0.02647432,0.03990595,0.01348037,-0.00000000,-0.02024352,0.58748597,0.37173993,0.53950108,-3.14158839,0.00001584,1.57078181
1.798923,0.84166205,-0.38952622,1.08391333,-0.09734213,1.57078898,0.84168774,-0.01960911,0.02512363,0.03681591,0.01302960,0.00000000,-0.01938676,0.58749655,0.37093462,0.53950961,3.14157747,-0.00000604,1.57077063
1.840066,0.84085876,-0.38848820,1.08541715,-0.09679560,1.57078898,0.84089178,-0.01949107,0.02546875,0.03786895,0.01311312,-0.00000000,-0.01944769,0.58750363,0.37013768,0.53953653,3.14152368,-0.00006618,1.57076330
1.881160,0.84005916,-0.38743177,1.08702743,-0.09626373,1.57078898,0.84008843,-0.02069867,0.02685330,0.04052947,0.01349351,0.00000000,-0.02070001,0.58749779,0.36933127,0.53952181,3.14153806,-0.00004976,1.57076703
1.922922,0.83914208,-0.38626170,1.08877707,-0.09567684,1.57078898,0.83917511,-0.02045195,0.02638924,0.03852522,0.01310637,0.00000000,-0.02062738,0.58750299,0.36842119,0.53952111,3.14153353,-0.00005516,1.57076330
1.964539,0.83835346,-0.38523099,1.09024060,-0.09517066,1.57078898,0.83836818,-0.02014776,0.02597797,0.03823013,0.01261799,0.00000000,-0.02041338,0.58750213,0.36763392,0.53955646,3.14148426,-0.00010965,1.57078168
2.006610,0.83745486,-0.38408655,1.09197927,-0.09462045,1.57078898,0.83746582,-0.02030695,0.02569931,0.04023231,0.01223392,0.00000000,-0.02039463,0.58750138,0.36683707,0.53954553,3.14150397,-0.00008777,1.57078887
2.048113,0.83665514,-0.38308150,1.09360421,-0.09414727,1.57078898,0.83666253,-0.01935771,0.02470467,0.03703434,0.01144619,0.00000000,-0.01922393,0.58750003,0.36594236,0.53947352,-3.14157375,0.00003213,1.57078887
2.089608,0.83584821,-0.38203612,1.09505308,-0.09367044,1.57078898,0.83587027,-0.01954333,0.02498181,0.03581650,0.01140753,0.00000000,-0.01923441,0.58749746,0.36513885,0.53952082,3.14156256,-0.00002230,1.57077436
2.131070,0.83503389,-0.38100907,1.09657538,-0.09320093,1.57078898,0.83506691,-0.02093347,0.02628833,0.03978765,0.01212659,0.00000000,-0.02058037,0.58749722,0.36433184,0.53951890,3.14157987,-0.00000318,1.57076330
2.172493,0.83411324,-0.37985733,1.09835064,-0.09266539,1.57078898,0.83416456,-0.02102474,0.02607093,0.03979160,0.01239367,-0.00004462,-0.02062627,0.58749580,0.36341970,0.53948413,-3.14154631,0.00006200,1.57074506
2.213942,0.83329159,-0.37884861,1.09987283,-0.09217387,1.57078528,0.83335763,-0.01949401,0.02403635,0.03625352,0.01216945,-0.00000059,-0.01940339,0.58750230,0.36261500,0.53947169,-3.14153433,0.00008069,1.57073028
2.255669,0.83249199,-0.37785825,1.10136580,-0.09165301,1.57078898,0.83255070,-0.02047223,0.02588855,0.03803788,0.01325148,0.00004427,-0.02078079,0.58750720,0.36183266,0.53946424,-3.14154392,0.00006466,1.57073760
2.297273,0.83158594,-0.37669182,1.10304201,-0.09106980,1.57078898,0.83162630,-0.02066554,0.02628309,0.03801011,0.01331983,-0.00004504,-0.02115380,0.58750084,0.36093387,0.53949130,3.14159212,0.00001034,1.57075598
2.338521,0.83077902,-0.37567940,1.10451663,-0.09054894,1.57078528,0.83079731,-0.01937402,0.02454714,0.03600027,0.01238665,-0.00000094,-0.01986119,0.58750196,0.36014159,0.53950641,3.14154978,-0.00003048,1.57077808
2.380206,0.82997936,-0.37465605,1.10602784,-0.09004275,1.57078898,0.82997936,-0.02070285,0.02570618,0.03794612,0.01254713,0.00004450,-0.02066118,0.58749330,0.35934810,0.53950879,3.14154019,-0.00004646,1.57079619
2.422116,0.82904768,-0.37352997,1.10768950,-0.08949988,1.57078898,0.82906967,-0.02108007,0.02529513,0.03777128,0.01211996,-0.00000000,-0.02055312,0.58750066,0.35854403,0.53950675,3.14154019,-0.00004643,1.57077436
2.463689,0.82821876,-0.37254328,1.10918236,-0.08903038,1.57078898,0.82826275,-0.01992644,0.02392802,0.03484386,0.01112990,0.00000000,-0.01970448,0.58750788,0.35764076,0.53949156,3.14156016,-0.00002474,1.57075252
2.505503,0.82738608,-0.37153459,1.11059451,-0.08857187,1.57078898,0.82742643,-0.02105785,0.02565098,0.03767801,0.01147686,0.00000000,-0.02119106,0.58751303,0.35683334,0.53952534,3.14152261,-0.00006523,1.57075598
2.546829,0.82646912,-0.37041214,1.11231112,-0.08807669,1.57078898,0.82650208,-0.02094793,0.02586334,0.03871038,0.01142549,0.00000000,-0.02125741,0.58750910,0.35602806,0.53949083,3.14158493,0.00000230,1.57076330
2.588349,0.82565111,-0.36939242,1.11380041,-0.08762553,1.57078898,0.82566577,-0.01964819,0.02421324,0.03489750,0.01077676,0.00000000,-0.02022509,0.58749657,0.35512554,0.53949177,-3.14158333,0.00002117,1.57078181
2.629532,0.82484412,-0.36840940,1.11519790,-0.08718536,1.57078898,0.82482946,-0.01973363,0.02387570,0.03443374,0.01086926,0.00000000,-0.02013447,0.58749516,0.35433987,0.53951217,3.14158493,0.00000229,1.57081097
2.670693,0.82402617,-0.36742640,1.11663580,-0.08673052,1.57078898,0.82400781,-0.02108146,0.02529970,0.03741107,0.01168400,-0.00000000,-0.02091238,0.58749566,0.35354683,0.53951419,3.14158493,0.00000234,1.57081470
2.712922,0.82308352,-0.36629659,1.11832297,-0.08620966,1.57078898,0.82308352,-0.02077558,0.02451672,0.03676826,0.01160450,0.00000000,-0.02043105,0.58749400,0.35263197,0.53949896,-3.14157534,0.00002911,1.57079619
2.756529,0.82224721,-0.36532825,1.11978292,-0.08573648,1.57078898,0.82225817,-0.02101360,0.02484943,0.03542758,0.01196143,0.00000000,-0.02075461,0.58750263,0.35183255,0.53948183,-3.14156336,0.00004261,1.57078541
2.797954,0.82130450,-0.36419484,1.12132716,-0.08519728,1.57078898,0.82132649,-0.02149661,0.02561753,0.03599186,0.01245478,0.00000000,-0.02136364,0.58750568,0.35092572,0.53953954,3.14153486,-0.00005139,1.57077436
2.839275,0.82046819,-0.36320814,1.12276137,-0.08470578,1.57078898,0.82049018,-0.01991000,0.02358958,0.03600163,0.01157333,-0.00000000,-0.02021908,0.58750983,0.35012411,0.53954821,3.14150504,-0.00008353,1.57077436
2.880679,0.81965750,-0.36224344,1.12430561,-0.08423993,1.57078898,0.81965387,-0.02086151,0.02495381,0.03717462,0.01179750,0.00000000,-0.02134824,0.58750235,0.34933591,0.53948549,3.14158227,-0.00000036,1.57079992
2.922557,0.81872958,-0.36112836,1.12585723,-0.08372274,1.57078898,0.81871116,-0.02089610,0.02477583,0.03521617,0.01153833,0.00000000,-0.02103058,0.58749922,0.34844101,0.53952341,3.14152741,-0.00005924,1.57081470
2.965003,0.81789690,-0.36015636,1.12727308,-0.08326790,1.57078898,0.81788218,-0.02112817,0.02462636,0.03622469,0.01123579,0.00000000,-0.02081676,0.58750082,0.34764398,0.53952569,3.14151942,-0.00006721,1.57081097
3.006540,0.81695789,-0.35906327,1.12889433,-0.08278006,1.57078898,0.81696522,-0.02150986,0.02468945,0.03745341,0.01086494,0.00000000,-0.02093496,0.58750057,0.34684266,0.53951830,3.14153433,-0.00005113,1.57078541
3.048048,0.81611055,-0.35810593,1.13038349,-0.08236557,1.57078898,0.81614357,-0.02038550,0.02316505,0.03437776,0.01019227,-0.00000000,-0.02007562,0.58750072,0.34593445,0.53946223,-3.14155777,0.00004777,1.57076330
3.089669,0.81526327,-0.35713756,1.13175178,-0.08193274,1.57078898,0.81529629,-0.02021639,0.02351987,0.03334220,0.01021870,0.00000000,-0.02048092,0.58750572,0.34513093,0.53948134,-3.14158014,0.00002378,1.57076330
3.131327,0.81442696,-0.35614720,1.13316023,-0.08151458,1.57078898,0.81443793,-0.02131141,0.02492186,0.03570952,0.01074384,0.00000000,-0.02179576,0.58749711,0.34432466,0.53949313,-3.14158014,0.00002373,1.57078541
3.172974,0.81348795,-0.35506147,1.13472652,-0.08103774,1.57078898,0.81348062,-0.02126628,0.02461209,0.03539946,0.01087503,0.00000000,-0.02152970,0.58749421,0.34342803,0.53949691,-3.14157774,0.00002642,1.57080365
3.214639,0.81265527,-0.35409677,1.13610935,-0.08060858,1.57078898,0.81264430,-0.02125765,0.02419725,0.03558768,0.01100095,-0.00000000,-0.02108440,0.58749076,0.34263329,0.53950478,-3.14158520,0.00001840,1.57080725
3.256624,0.81170893,-0.35303670,1.13770497,-0.08011706,1.57078898,0.81171626,-0.02147355,0.02402580,0.03567751,0.01126673,-0.00000000,-0.02107837,0.58749461,0.34184057,0.53947250,-3.14154738,0.00005834,1.57079619
3.297930,0.81086528,-0.35209399,1.13908410,-0.07966957,1.57078898,0.81088728,-0.02067008,0.02311014,0.03331135,0.01069043,0.00000000,-0.02040387,0.58749922,0.34094567,0.53947486,-3.14156256,0.00004228,1.57077436
3.339316,0.80999964,-0.35112563,1.14045954,-0.07923307,1.57078898,0.81002897,-0.02066217,0.02327155,0.03252117,0.01079442,0.00000000,-0.02057359,0.58750360,0.34013178,0.53948826,-3.14158280,0.00002094,1.57076703
3.380837,0.80915231,-0.35016465,1.14178014,-0.07877457,1.57078898,0.80918163,-0.02166464,0.02452119,0.03505757,0.01142815,-0.00000000,-0.02149052,0.58750695,0.33933534,0.53952568,3.14153433,-0.00005063,1.57076703
3.422741,0.80819130,-0.34907889,1.14338672,-0.07827938,1.57078898,0.80823529,-0.02166082,0.02416248,0.03584867,0.01111549,0.00000000,-0.02152983,0.58750315,0.33842558,0.53950908,3.14155217,-0.00003204,1.57075252
3.464279,0.80734396,-0.34814721,1.14477324,-0.07784656,1.57078898,0.80738437,-0.02024516,0.02235713,0.03235387,0.01016770,-0.00000000,-0.02055124,0.58750660,0.33763183,0.53949148,3.14156709,-0.00001609,1.57075598
3.506088,0.80650401,-0.34721553,1.14608276,-0.07743207,1.57078898,0.80652237,-0.02165186,0.02408769,0.03391827,0.01067060,-0.00000000,-0.02191266,0.58750916,0.33684530,0.53950878,3.14154179,-0.00004253,1.57077808
3.547218,0.80555028,-0.34615183,1.14758289,-0.07696257,1.57078898,0.80556870,-0.02193799,0.02451266,0.03520826,0.01043935,-0.00000000,-0.02189374,0.58750852,0.33594995,0.53952516,3.14151888,-0.00006634,1.57077795
3.588730,0.80469197,-0.34519079,1.14899147,-0.07657009,1.57078898,0.80471402,-0.02068524,0.02303324,0.03375265,0.00965749,0.00000000,-0.02055411,0.58750060,0.33513787,0.53950989,3.14155723,-0.00002660,1.57077436
3.630027,0.80383736,-0.34424442,1.15037799,-0.07616293,1.57078898,0.80386662,-0.02098902,0.02276681,0.03228028,0.00973808,0.00000000,-0.02058875,0.58749636,0.33433431,0.53949714,3.14157960,-0.00000281,1.57076703
3.671218,0.80296069,-0.34331277,1.15165448,-0.07576679,1.57078898,0.80301571,-0.02225273,0.02388619,0.03330099,0.01030473,0.00000000,-0.02193831,0.58750722,0.33352704,0.53952667,3.14154418,-0.00003971,1.57074133
3.712898,0.80199230,-0.34226370,1.15313995,-0.07530829,1.57078898,0.80204731,-0.02170352,0.02354501,0.03427730,0.01026003,0.00000000,-0.02183361,0.58751026,0.33262749,0.53953751,3.14152874,-0.00005555,1.57074133
3.754925,0.80114502,-0.34134302,1.15452278,-0.07490847,1.57078898,0.80118906,-0.02161656,0.02354238,0.03522618,0.00997612,-0.00000000,-0.02196665,0.58750658,0.33183516,0.53950780,3.14157215,-0.00001073,1.57075225
3.796749,0.80018032,-0.34029031,1.15609276,-0.07447197,1.57078898,0.80020601,-0.02169510,0.02384255,0.03366345,0.01008023,0.00000000,-0.02208955,0.58749902,0.33102979,0.53947114,-3.14154924,0.00005515,1.57076703
3.838622,0.79932934,-0.33934760,1.15733993,-0.07406482,1.57078898,0.79934037,-0.02050706,0.02248179,0.03100622,0.00965982,0.00000000,-0.02068179,0.58749602,0.33013850,0.53952690,3.14155670,-0.00002640,1.57078541
3.880284,0.79846734,-0.33841228,1.15868235,-0.07366501,1.57078898,0.79847836,-0.02222726,0.02359226,0.03444255,0.01036403,0.00000000,-0.02205120,0.58749215,0.32933609,0.53952508,3.14156176,-0.00002115,1.57078541
3.921813,0.79748064,-0.33738524,1.16020465,-0.07320283,1.57078898,0.79750627,-0.02239725,0.02332385,0.03478749,0.01049351,-0.00004430,-0.02200120,0.58749785,0.32853121,0.53951273,3.14156922,-0.00001326,1.57077076
3.963496,0.79660404,-0.33647189,1.16157651,-0.07279202,1.57078528,0.79664803,-0.02078261,0.02204720,0.03168670,0.00975664,-0.00000101,-0.02064684,0.58750281,0.32762468,0.53947200,-3.14156975,0.00003924,1.57075252
4.005659,0.79573834,-0.33553654,1.16286027,-0.07238487,1.57078898,0.79577506,-0.02197587,0.02328283,0.03263444,0.01017831,0.00004371,-0.02210614,0.58750014,0.32682445,0.53949836,3.14157721,-0.00000532,1.57075958
4.047497,0.79475898,-0.33451682,1.16431642,-0.07193737,1.57078898,0.79479200,-0.02192957,0.02325517,0.03325342,0.01008469,-0.00000000,-0.02237442,0.58750511,0.32592814,0.53949953,3.14156922,-0.00001321,1.57076330
4.088899,0.79391164,-0.33359981,1.16562963,-0.07154489,1.57078898,0.79391164,-0.02071878,0.02217931,0.03121178,0.00956239,0.00000000,-0.02129451,0.58749665,0.32514089,0.53949721,3.14157215,-0.00001054,1.57079619
4.130352,0.79304230,-0.33267915,1.16690242,-0.07114507,1.57078898,0.79302764,-0.02252893,0.02355023,0.03353208,0.01028438,0.00000000,-0.02243505,0.58749603,0.32434263,0.53951736,3.14153859,-0.00004449,1.57081097
4.171344,0.79205567,-0.33165944,1.16839159,-0.07069758,1.57078898,0.79206300,-0.02278256,0.02345272,0.03362308,0.00990145,0.00000000,-0.02233572,0.58749819,0.32353835,0.53950689,3.14154631,-0.00003665,1.57079619
4.212659,0.79116797,-0.33074975,1.16966808,-0.07033077,1.57078898,0.79119003,-0.02138380,0.02200182,0.03114449,0.00896766,0.00000000,-0.02116210,0.58750113,0.32263213,0.53950774,3.14155377,-0.00002878,1.57077436
4.254370,0.79028034,-0.32983273,1.17097759,-0.06995296,1.57078898,0.79030597,-0.02136797,0.02185168,0.03033401,0.00902404,0.00000000,-0.02150379,0.58750039,0.32182081,0.53950390,3.14156416,-0.00001831,1.57077076
4.295576,0.78939629,-0.32893774,1.17218435,-0.06958249,1.57078898,0.78940731,-0.02254686,0.02303745,0.03288862,0.00944644,0.00000000,-0.02294804,0.58750833,0.32102274,0.53953469,3.14152288,-0.00005996,1.57078541
4.336697,0.78842431,-0.32793635,1.17368460,-0.06917534,1.57078898,0.78841692,-0.02244234,0.02324796,0.03379375,0.00943328,0.00000000,-0.02284528,0.58750199,0.32023157,0.53950159,3.14157481,-0.00000781,1.57080725
4.377599,0.78755498,-0.32703039,1.17495739,-0.06880854,1.57078898,0.78753293,-0.02120713,0.02170096,0.03122840,0.00882269,-0.00004436,-0.02138606,0.58749583,0.31933521,0.53949929,3.14158759,0.00000518,1.57081830
4.419033,0.78667825,-0.32615006,1.17625594,-0.06844907,1.57078528,0.78665632,-0.02117567,0.02161459,0.02992049,0.00873459,-0.00000059,-0.02091221,0.58749640,0.31853958,0.53947358,-3.14155883,0.00004939,1.57081830
4.460744,0.78579432,-0.32523304,1.17744434,-0.06808227,1.57078898,0.78579432,-0.02278511,0.02317955,0.03131155,0.00953860,0.00004419,-0.02216705,0.58749452,0.31773725,0.53952545,3.14156149,-0.00002075,1.57079619
4.502143,0.78478557,-0.32422435,1.17885649,-0.06765678,1.57078898,0.78481495,-0.02298941,0.02281195,0.03282358,0.00952359,0.00000000,-0.02263440,0.58749886,0.31682895,0.53953358,3.14154605,-0.00003629,1.57076690
4.543554,0.78389060,-0.32334402,1.18016243,-0.06729364,1.57078898,0.78391999,-0.02151936,0.02138916,0.03145684,0.00891310,0.00000000,-0.02174498,0.58750142,0.31602313,0.53950356,3.14158999,0.00000786,1.57076690
4.584466,0.78301394,-0.32246366,1.18144619,-0.06692317,1.57078898,0.78302497,-0.02132654,0.02128360,0.02989103,0.00912552,0.00000000,-0.02172808,0.58749888,0.31522994,0.53948486,-3.14157161,0.00003110,1.57078541
4.625946,0.78213358,-0.32159069,1.18262351,-0.06654169,1.57078898,0.78212994,-0.02265448,0.02256549,0.03103528,0.00970846,0.00000000,-0.02287568,0.58750518,0.31444338,0.53951418,3.14155883,-0.00002329,1.57079992
4.667229,0.78113955,-0.32059667,1.18401372,-0.06611987,1.57078898,0.78113222,-0.02272650,0.02290230,0.03187907,0.00963914,0.00000000,-0.02255331,0.58750474,0.31354917,0.53952151,3.14154046,-0.00004130,1.57080365
4.708955,0.78024828,-0.31969064,1.18526816,-0.06574207,1.57078898,0.78025925,-0.02149444,0.02126998,0.03103640,0.00891413,0.00000000,-0.02105332,0.58749878,0.31274316,0.53953319,3.14151942,-0.00006192,1.57078541
4.750338,0.77935326,-0.31882864,1.18659246,-0.06537893,1.57078898,0.77938259,-0.02299686,0.02237576,0.03216901,0.00934903,-0.00000000,-0.02286278,0.58749967,0.31194177,0.53948072,3.14158999,0.00000783,1.57076703
