index,u,x,y,z,rx,ry,rz
28,0.350000,0.58749938,0.12000000,0.53949995,3.14158147,-0.00000374,1.57077808
29,0.362500,0.58749938,0.11000000,0.53949995,3.14158147,-0.00000374,1.57077808
30,0.375000,0.58749938,0.10000000,0.53949995,3.14158147,-0.00000374,1.57077808
31,0.387500,0.58749938,0.09000000,0.53949995,3.14158147,-0.00000374,1.57077808
32,0.400000,0.58749938,0.08000000,0.53949995,3.14158147,-0.00000374,1.57077808
33,0.412500,0.58749938,0.07000000,0.53949995,3.14158147,-0.00000374,1.57077808
34,0.425000,0.58749938,0.06000000,0.53949995,3.14158147,-0.00000374,1.57077808
35,0.437500,0.58749938,0.05000000,0.53949995,3.14158147,-0.00000374,1.57077808
36,0.450000,0.58749938,0.04000000,0.53949995,3.14158147,-0.00000374,1.57077808
37,0.462500,0.58749938,0.03000000,0.53949995,3.14158147,-0.00000374,1.57077808
38,0.475000,0.58749938,0.02000000,0.53949995,3.14158147,-0.00000374,1.57077808
39,0.487500,0.58749938,0.01000000,0.53949995,3.14158147,-0.00000374,1.57077808
40,0.500000,0.58749938,0.00000000,0.53949995,3.14158147,-0.00000374,1.57077808
41,0.512500,0.58749938,-0.01000000,0.53949995,3.14158147,-0.00000374,1.57077808
42,0.525000,0.58749938,-0.02000000,0.53949995,3.14158147,-0.00000374,1.57077808
43,0.537500,0.58749938,-0.03000000,0.53949995,3.14158147,-0.00000374,1.57077808
44,0.550000,0.58749938,-0.04000000,0.53949995,3.14158147,-0.00000374,1.57077808
45,0.562500,0.58749938,-0.05000000,0.53949995,3.14158147,-0.00000374,1.57077808
46,0.575000,0.58749938,-0.06000000,0.53949995,3.14158147,-0.00000374,1.57077808
47,0.587500,0.58749938,-0.07000000,0.53949995,3.14158147,-0.00000374,1.57077808
48,0.600000,0.58749938,-0.08000000,0.53949995,3.14158147,-0.00000374,1.57077808
49,0.612500,0.58749938,-0.09000000,0.53949995,3.14158147,-0.00000374,1.57077808
50,0.625000,0.58749938,-0.10000000,0.53949995,3.14158147,-0.00000374,1.57077808
51,0.637500,0.58749938,-0.11000000,0.53949995,3.14158147,-0.00000374,1.57077808
52,0.650000,0.58749938,-0.12000000,0.53949995,3.14158147,-0.00000374,1.57077808
53,0.662500,0.58749938,-0.13000000,0.53949995,3.14158147,-0.00000374,1.57077808
54,0.675000,0.58749938,-0.14000000,0.53949995,3.14158147,-0.00000374,1.57077808
55,0.687500,0.58749938,-0.15000000,0.53949995,3.14158147,-0.00000374,1.57077808
56,0.700000,0.58749938,-0.16000000,0.53949995,3.14158147,-0.00000374,1.57077808
57,0.712500,0.58749938,-0.17000000,0.53949995,3.14158147,-0.00000374,1.57077808
58,0.725000,0.58749938,-0.18000000,0.53949995,3.14158147,-0.00000374,1.57077808
59,0.737500,0.58749938,-0.19000000,0.53949995,3.14158147,-0.00000374,1.57077808
60,0.750000,0.58749938,-0.20000000,0.53949995,3.14158147,-0.00000374,1.57077808
61,0.762500,0.58749938,-0.21000000,0.53949995,3.14158147,-0.00000374,1.57077808
62,0.775000,0.58749938,-0.22000000,0.53949995,3.14158147,-0.00000374,1.57077808
63,0.787500,0.58749938,-0.23000000,0.53949995,3.14158147,-0.00000374,1.57077808
64,0.800000,0.58749938,-0.24000000,0.53949995,3.14158147,-0.00000374,1.57077808
65,0.812500,0.58749938,-0.25000000,0.53949995,3.14158147,-0.00000374,1.57077808
66,0.825000,0.58749938,-0.26000000,0.53949995,3.14158147,-0.00000374,1.57077808
67,0.837500,0.58749938,-0.27000000,0.53949995,3.14158147,-0.00000374,1.57077808
68,0.850000,0.58749938,-0.28000000,0.53949995,3.14158147,-0.00000374,1.57077808
69,0.862500,0.58749938,-0.29000000,0.53949995,3.14158147,-0.00000374,1.57077808
70,0.875000,0.58749938,-0.30000000,0.53949995,3.14158147,-0.00000374,1.57077808
71,0.887500,0.58749938,-0.31000000,0.53949995,3.14158147,-0.00000374,1.57077808
72,0.900000,0.58749938,-0.32000000,0.53949995,3.14158147,-0.00000374,1.57077808
73,0.912500,0.58749938,-0.33000000,0.53949995,3.14158147,-0.00000374,1.57077808
74,0.925000,0.58749938,-0.34000000,0.53949995,3.14158147,-0.00000374,1.57077808
75,0.937500,0.58749938,-0.35000000,0.53949995,3.14158147,-0.00000374,1.57077808
76,0.950000,0.58749938,-0.36000000,0.53949995,3.14158147,-0.00000374,1.57077808
77,0.962500,0.58749938,-0.37000000,0.53949995,3.14158147,-0.00000374,1.57077808
78,0.975000,0.58749938,-0.38000000,0.53949995,3.14158147,-0.00000374,1.57077808
79,0.987500,0.58749938,-0.39000000,0.53949995,3.14158147,-0.00000374,1.57077808
80,1.000000,0.58749938,-0.40000000,0.53949995,3.14158147,-0.00000374,1.57077808
