t_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
3.69930100,0.48223931,-0.15834144,1.39623487,-0.01621635,1.57079637,0.48222831
3.74086000,0.48097751,-0.15806633,1.39658701,-0.01616133,1.57079637,0.48098853
3.78237000,0.47969005,-0.15778390,1.39690971,-0.01610631,1.57079637,0.47973040
3.82403300,0.47826684,-0.15747212,1.39726925,-0.01604762,1.57079637,0.47829252
3.86585800,0.47701603,-0.15721168,1.39758837,-0.01598893,1.57079637,0.47700870
3.90734200,0.47576523,-0.15694758,1.39791858,-0.01593391,1.57079637,0.47574323
3.94886100,0.47434205,-0.15665780,1.39828169,-0.01587523,1.57079637,0.47432005
3.99031400,0.47305822,-0.15639739,1.39858234,-0.01582754,1.57079637,0.47305822
4.03185700,0.47178912,-0.15615162,1.39887953,-0.01577252,1.57079637,0.47180378
4.07333500,0.47037691,-0.15586917,1.39921319,-0.01571016,1.57079637,0.47038060
4.11482500,0.46912611,-0.15561241,1.39949942,-0.01565881,1.57079637,0.46910778
4.15728400,0.46783864,-0.15536667,1.39979291,-0.01561113,1.57079637,0.46784598
4.19845900,0.46640077,-0.15507689,1.40010834,-0.01555611,1.57079637,0.46641910
4.23956000,0.46512061,-0.15482746,1.40039814,-0.01550842,1.57079637,0.46514264
4.28105800,0.46386251,-0.15458171,1.40069890,-0.01546074,1.57079637,0.46386984
4.32243000,0.46258602,-0.15433228,1.40100324,-0.01541305,1.57079637,0.46260071
4.36415600,0.46113718,-0.15407552,1.40134072,-0.01535803,1.57079637,0.46117380
4.40549900,0.45984599,-0.15384443,1.40163064,-0.01530668,1.57079637,0.45989737
4.44690900,0.45858052,-0.15360968,1.40190196,-0.01525900,1.57079637,0.45861721
4.48832800,0.45715734,-0.15336025,1.40220273,-0.01521131,1.57079637,0.45716834
4.52982700,0.45587718,-0.15312183,1.40248525,-0.01517096,1.57079637,0.45591021
4.57102700,0.45458239,-0.15288709,1.40276766,-0.01512328,1.57079637,0.45464107
4.61238800,0.45329124,-0.15265599,1.40305376,-0.01507926,1.57079637,0.45334625
4.65683100,0.45186070,-0.15240657,1.40337658,-0.01503158,1.57079637,0.45186436
4.69832300,0.45042282,-0.15215346,1.40368092,-0.01498389,1.57079637,0.45041916
4.73978700,0.44912434,-0.15194073,1.40392673,-0.01494355,1.57079637,0.44915006
4.78103100,0.44782221,-0.15173166,1.40417242,-0.01490320,1.57079637,0.44785154
4.82223700,0.44653842,-0.15153357,1.40441096,-0.01485918,1.57079637,0.44654939
4.86427400,0.44510055,-0.15129882,1.40466762,-0.01481516,1.57079637,0.44508585
4.90580000,0.44382039,-0.15108976,1.40488780,-0.01477482,1.57079637,0.44380569
4.94798400,0.44235319,-0.15087700,1.40515184,-0.01473080,1.57079637,0.44236052
4.98954900,0.44105470,-0.15067159,1.40539026,-0.01469045,1.57079637,0.44105837
5.03103400,0.43977088,-0.15047719,1.40563238,-0.01465377,1.57079637,0.43977088
5.07218300,0.43849075,-0.15027544,1.40588915,-0.01461709,1.57079637,0.43847975
5.11334600,0.43702719,-0.15005168,1.40616047,-0.01457308,1.57079637,0.43702719
5.15541000,0.43571773,-0.14984995,1.40639162,-0.01453639,1.57079637,0.43573973
5.19666300,0.43441558,-0.14965922,1.40662646,-0.01449605,1.57079637,0.43445227
5.23775100,0.43297037,-0.14944281,1.40686846,-0.01445570,1.57079637,0.43298501
5.27926300,0.43167555,-0.14926307,1.40708494,-0.01441902,1.57079637,0.43169022
5.32056200,0.43036607,-0.14909066,1.40729034,-0.01438601,1.57079637,0.43040276
5.36185300,0.42904922,-0.14891827,1.40749943,-0.01435299,1.57079637,0.42909694
5.40337000,0.42758569,-0.14873120,1.40773046,-0.01431631,1.57079637,0.42762238
5.44517200,0.42629823,-0.14855880,1.40794683,-0.01427963,1.57079637,0.42630920
5.48675900,0.42500338,-0.14839375,1.40816331,-0.01424662,1.57079637,0.42502910
5.52844800,0.42351785,-0.14819933,1.40841269,-0.01420994,1.57079637,0.42356554
5.56972600,0.42219734,-0.14803427,1.40862179,-0.01418060,1.57079637,0.42226341
5.61135400,0.42090255,-0.14786188,1.40882730,-0.01414758,1.57079637,0.42092457
5.65642700,0.41944635,-0.14767113,1.40903628,-0.01411457,1.57079637,0.41945001
5.69794000,0.41795713,-0.14749141,1.40925276,-0.01408156,1.57079637,0.41799381
5.73947100,0.41662928,-0.14733002,1.40942514,-0.01405222,1.57079637,0.41666964
5.78098000,0.41532347,-0.14716862,1.40960121,-0.01402287,1.57079637,0.41533083
5.82258700,0.41402501,-0.14702557,1.40977359,-0.01399353,1.57079637,0.41400298
5.86413400,0.41255412,-0.14685318,1.40995693,-0.01396418,1.57079637,0.41253576
5.90641500,0.41122264,-0.14669912,1.41012573,-0.01393484,1.57079637,0.41122264
5.94801100,0.40974441,-0.14655238,1.41030908,-0.01390183,1.57079637,0.40974808
5.98940100,0.40843493,-0.14640935,1.41047418,-0.01387615,1.57079637,0.40844226
6.03066900,0.40713644,-0.14627728,1.41063929,-0.01385047,1.57079637,0.40713644
6.07283100,0.40563989,-0.14612690,1.41081536,-0.01382113,1.57079637,0.40565455
6.11435400,0.40431571,-0.14599118,1.41098404,-0.01379912,1.57079637,0.40433773
6.15614100,0.40299156,-0.14587013,1.41114545,-0.01376978,1.57079637,0.40301356
6.19750900,0.40168208,-0.14573810,1.41129947,-0.01374777,1.57079637,0.40168941
6.23903200,0.40019286,-0.14559871,1.41148651,-0.01371842,1.57079637,0.40020752
6.28022100,0.39886138,-0.14547765,1.41163695,-0.01369642,1.57079637,0.39890537
6.32152600,0.39752254,-0.14535661,1.41178739,-0.01367441,1.57079637,0.39758489
6.36299500,0.39604801,-0.14522457,1.41193402,-0.01365240,1.57079637,0.39608836
6.40493300,0.39473850,-0.14510351,1.41207707,-0.01363039,1.57079637,0.39475319
6.44616200,0.39340702,-0.14498615,1.41219449,-0.01360838,1.57079637,0.39345104
6.48734100,0.39206451,-0.14487977,1.41233015,-0.01358637,1.57079637,0.39211956
6.52898000,0.39056796,-0.14474772,1.41247332,-0.01356437,1.57079637,0.39060465
6.57022200,0.38925481,-0.14464135,1.41259432,-0.01354236,1.57079637,0.38924381
6.61139700,0.38792697,-0.14453131,1.41270804,-0.01352035,1.57079637,0.38791963
6.65224600,0.38658080,-0.14443226,1.41282904,-0.01350201,1.57079637,0.38660651
6.69342700,0.38506594,-0.14431857,1.41296101,-0.01348367,1.57079637,0.38510257
6.73485700,0.38374543,-0.14422686,1.41308200,-0.01346533,1.57079637,0.38374910
6.77660900,0.38242859,-0.14413150,1.41319573,-0.01345066,1.57079637,0.38240659
6.81811200,0.38092470,-0.14402880,1.41332054,-0.01342865,1.57079637,0.38092837
6.85987700,0.37957489,-0.14394443,1.41342318,-0.01341398,1.57079637,0.37958953
6.90400900,0.37807468,-0.14384538,1.41354799,-0.01339197,1.57079637,0.37806731
6.94584500,0.37675050,-0.14377570,1.41365063,-0.01337730,1.57079637,0.37673950
6.98731400,0.37541899,-0.14369866,1.41374242,-0.01336263,1.57079637,0.37541899
7.02882300,0.37390411,-0.14360696,1.41384506,-0.01334429,1.57079637,0.37391511
7.07006000,0.37255061,-0.14352994,1.41393685,-0.01333328,1.57079637,0.37257993
7.11172500,0.37121913,-0.14346759,1.41402113,-0.01331861,1.57079637,0.37124479
7.15342400,0.36972255,-0.14338320,1.41411281,-0.01330761,1.57079637,0.36973724
7.19489000,0.36838007,-0.14332086,1.41418982,-0.01329660,1.57079637,0.36840940
7.23656500,0.36701557,-0.14325851,1.41427064,-0.01328560,1.57079637,0.36706322
7.27818200,0.36550796,-0.14318147,1.41435134,-0.01327092,1.57079637,0.36554101
7.31971700,0.36417285,-0.14312644,1.41441727,-0.01325992,1.57079637,0.36418751
7.36122100,0.36284131,-0.14306043,1.41448331,-0.01324525,1.57079637,0.36285600
7.40265900,0.36130810,-0.14299807,1.41456044,-0.01323058,1.57079637,0.36136314
7.44416300,0.35995093,-0.14294305,1.41462648,-0.01322324,1.57079637,0.36002064
7.48552800,0.35862312,-0.14289171,1.41468871,-0.01321224,1.57079637,0.35864878
7.52675100,0.35728428,-0.14284034,1.41474378,-0.01320490,1.57079637,0.35728428
7.56791100,0.35575104,-0.14279634,1.41480243,-0.01319390,1.57079637,0.35578039
7.60909700,0.35438284,-0.14275230,1.41485012,-0.01318656,1.57079637,0.35442689
7.65053000,0.35303670,-0.14271197,1.41490138,-0.01317922,1.57079637,0.35304403
7.69199700,0.35170156,-0.14267161,1.41494548,-0.01317189,1.57079637,0.35167950
7.73340800,0.35018665,-0.14262761,1.41499686,-0.01316822,1.57079637,0.35016829
7.77465000,0.34881848,-0.14259458,1.41503346,-0.01316088,1.57079637,0.34882215
7.81603200,0.34746495,-0.14256524,1.41507030,-0.01315355,1.57079637,0.34747228
7.85757700,0.34612611,-0.14253590,1.41510332,-0.01314621,1.57079637,0.34612244
7.89941000,0.34461126,-0.14251022,1.41513622,-0.01314254,1.57079637,0.34461856
7.94156600,0.34325039,-0.14248455,1.41516185,-0.01313888,1.57079637,0.34325773
7.98330200,0.34171349,-0.14245521,1.41519129,-0.01313521,1.57079637,0.34173551
8.02494100,0.34035999,-0.14244419,1.41521323,-0.01313154,1.57079637,0.34037465
8.06677900,0.33901381,-0.14243320,1.41523528,-0.01312420,1.57079637,0.33902118
8.10859700,0.33748060,-0.14240751,1.41525364,-0.01312420,1.57079637,0.33749893
8.15015500,0.33610508,-0.14239284,1.41526461,-0.01312054,1.57079637,0.33614910
8.19220900,0.33474058,-0.14239284,1.41527557,-0.01312054,1.57079637,0.33478460
8.23418300,0.33322933,-0.14238551,1.41527927,-0.01311687,1.57079637,0.33324400
8.27552200,0.33187950,-0.14238185,1.41528666,-0.01311687,1.57079637,0.33189419
8.31720000,0.33050033,-0.14238185,1.41529024,-0.01311687,1.57079637,0.33055535
8.35898300,0.32895976,-0.14238185,1.41529024,-0.01311687,1.57079637,0.32901478
8.40021600,0.32760260,-0.14237450,1.41528666,-0.01311687,1.57079637,0.32763192
8.44111500,0.32625639,-0.14238551,1.41529024,-0.01311687,1.57079637,0.32625276
8.48248800,0.32488093,-0.14238185,1.41529024,-0.01311687,1.57079637,0.32489926
8.52409300,0.32332200,-0.14238185,1.41528666,-0.01311687,1.57079637,0.32336235
8.56505800,0.32196483,-0.14238551,1.41528666,-0.01311687,1.57079637,0.32198682
8.60623500,0.32061499,-0.14238551,1.41527927,-0.01311687,1.57079637,0.32060400
8.64756300,0.31925049,-0.14240019,1.41527927,-0.01312054,1.57079637,0.31923217
8.68924700,0.31769890,-0.14241853,1.41527200,-0.01312054,1.57079637,0.31770626
8.73063100,0.31633073,-0.14243320,1.41525722,-0.01312054,1.57079637,0.31632343
8.77205300,0.31496990,-0.14246254,1.41523528,-0.01312420,1.57079637,0.31494790
8.81327700,0.31344402,-0.14250657,1.41519129,-0.01312420,1.57079637,0.31343299
8.85477900,0.31206116,-0.14253958,1.41513622,-0.01312420,1.57079637,0.31206849
8.89609300,0.31068197,-0.14258358,1.41506290,-0.01312787,1.57079637,0.31071499
8.93838600,0.30914506,-0.14262761,1.41499317,-0.01313154,1.57079637,0.30915976
8.97967400,0.30778423,-0.14267896,1.41493821,-0.01313521,1.57079637,0.30779526
9.02097300,0.30640873,-0.14272664,1.41487586,-0.01313888,1.57079637,0.30643806
9.06269600,0.30484617,-0.14277799,1.41480243,-0.01314621,1.57079637,0.30489749
9.10408200,0.30347431,-0.14284034,1.41473997,-0.01315355,1.57079637,0.30351463
9.14524700,0.30211344,-0.14289537,1.41467404,-0.01316455,1.57079637,0.30212814
9.18693600,0.30075261,-0.14295039,1.41460073,-0.01317556,1.57079637,0.30075997
9.22868400,0.29918638,-0.14302008,1.41451633,-0.01319023,1.57079637,0.29923040
9.27009400,0.29780352,-0.14307876,1.41444290,-0.01320490,1.57079637,0.29786223
9.31186800,0.29643902,-0.14314479,1.41437685,-0.01321591,1.57079637,0.29647571
9.35319300,0.29490212,-0.14320715,1.41429257,-0.01323424,1.57079637,0.29491314
9.39542900,0.29351559,-0.14328417,1.41421187,-0.01325259,1.57079637,0.29354864
9.43671900,0.29211441,-0.14335386,1.41412389,-0.01326726,1.57079637,0.29216209
9.47815600,0.29057384,-0.14343090,1.41403210,-0.01328560,1.57079637,0.29058853
9.51975400,0.28920934,-0.14350426,1.41394770,-0.01330394,1.57079637,0.28919467
9.56112500,0.28783381,-0.14358129,1.41385615,-0.01331861,1.57079637,0.28781182
9.60245300,0.28643999,-0.14365831,1.41376078,-0.01333328,1.57079637,0.28643632
9.64394100,0.28488839,-0.14374635,1.41365063,-0.01335162,1.57079637,0.28488472
9.68550200,0.28352022,-0.14383072,1.41354799,-0.01336996,1.57079637,0.28351656
9.72704100,0.28215206,-0.14392242,1.41344535,-0.01338830,1.57079637,0.28215206
9.76856100,0.28058213,-0.14402145,1.41332424,-0.01341398,1.57079637,0.28060412
9.81002500,0.27919197,-0.14411683,1.41321790,-0.01343232,1.57079637,0.27921763
9.85192500,0.27781644,-0.14420852,1.41310418,-0.01345433,1.57079637,0.27782744
9.89347400,0.27626854,-0.14431857,1.41297579,-0.01347633,1.57079637,0.27627587
9.93496000,0.27487835,-0.14442860,1.41286564,-0.01349468,1.57079637,0.27490035
9.97681500,0.27347717,-0.14452764,1.41275573,-0.01351668,1.57079637,0.27352852
10.01824000,0.27192926,-0.14464135,1.41261625,-0.01353869,1.57079637,0.27196959
10.05992700,0.27056110,-0.14476240,1.41249526,-0.01356070,1.57079637,0.27057576
10.10146700,0.26917824,-0.14486878,1.41237414,-0.01357904,1.57079637,0.26920760
10.14288900,0.26760465,-0.14498615,1.41222382,-0.01360105,1.57079637,0.26766333
10.18430900,0.26621449,-0.14510719,1.41208076,-0.01362306,1.57079637,0.26626584
10.22581700,0.26484630,-0.14521357,1.41194499,-0.01364140,1.57079637,0.26484996
10.26704300,0.26346344,-0.14533462,1.41179824,-0.01366707,1.57079637,0.26347080
10.30875900,0.26188251,-0.14546299,1.41163695,-0.01368908,1.57079637,0.26190820
10.35023700,0.26047769,-0.14558403,1.41147923,-0.01371476,1.57079637,0.26051435
10.39174400,0.25910950,-0.14570875,1.41132522,-0.01373676,1.57079637,0.25910950
10.43320200,0.25755793,-0.14585179,1.41115642,-0.01376244,1.57079637,0.25754327
10.47448200,0.25616407,-0.14597283,1.41100240,-0.01378445,1.57079637,0.25617141
10.51563200,0.25476289,-0.14611223,1.41084838,-0.01381379,1.57079637,0.25476289
10.55752900,0.25337636,-0.14624062,1.41070163,-0.01383947,1.57079637,0.25336537
10.59870900,0.25183213,-0.14639834,1.41052556,-0.01387248,1.57079637,0.25181380
10.63986300,0.25043461,-0.14653772,1.41036415,-0.01389816,1.57079637,0.25044197
10.68123300,0.24903710,-0.14668445,1.41019177,-0.01392383,1.57079637,0.24907011
10.72272700,0.24747451,-0.14684950,1.40999734,-0.01395685,1.57079637,0.24749653
10.76422600,0.24609534,-0.14699621,1.40982127,-0.01398252,1.57079637,0.24610634
10.80609900,0.24470516,-0.14715761,1.40964508,-0.01401187,1.57079637,0.24472716
10.84748000,0.24330030,-0.14730433,1.40945816,-0.01403754,1.57079637,0.24335165
10.88891600,0.24172305,-0.14749141,1.40924168,-0.01407422,1.57080007,0.24177440
10.93032500,0.24034020,-0.14765280,1.40903628,-0.01410724,1.57080007,0.24036588
10.97170500,0.23896836,-0.14781785,1.40884197,-0.01413658,1.57080007,0.23897570
11.01310400,0.23739110,-0.14799759,1.40861070,-0.01416592,1.57080007,0.23742044
11.05503200,0.23598625,-0.14816633,1.40839815,-0.01419894,1.57080007,0.23604859
11.09616300,0.23459606,-0.14832772,1.40819633,-0.01422828,1.57080007,0.23463641
11.13764200,0.23304817,-0.14852212,1.40796888,-0.01426863,1.57080007,0.23305182
11.17896200,0.23164698,-0.14868718,1.40776718,-0.01430531,1.57080007,0.23167264
11.22032200,0.23023111,-0.14885224,1.40756905,-0.01433832,1.57080007,0.23027147
11.26175600,0.22883360,-0.14902464,1.40737104,-0.01437500,1.57080007,0.22885194
11.30350200,0.22727835,-0.14922273,1.40713990,-0.01441535,1.57080007,0.22727469
11.34508700,0.22588818,-0.14940979,1.40692723,-0.01444836,1.57080007,0.22587717
11.38660100,0.22447965,-0.14960419,1.40670717,-0.01448504,1.57080007,0.22449064
11.42812900,0.22291707,-0.14981326,1.40644288,-0.01452539,1.57080007,0.22290973
11.47008200,0.22153056,-0.15001868,1.40621185,-0.01456574,1.57080007,0.22151954
11.51169800,0.22014403,-0.15020941,1.40597713,-0.01460242,1.57080007,0.22014037
11.55437300,0.21856678,-0.15042950,1.40570199,-0.01464277,1.57080007,0.21858145
11.59564600,0.21715827,-0.15063490,1.40547836,-0.01468312,1.57080007,0.21718393
11.63709200,0.21576808,-0.15082932,1.40524364,-0.01471613,1.57080007,0.21578276
11.67891300,0.21420550,-0.15105307,1.40499043,-0.01476381,1.57080007,0.21420917
11.72070000,0.21280432,-0.15124747,1.40476680,-0.01480049,1.57080007,0.21282266
11.76222900,0.21138847,-0.15145287,1.40452468,-0.01484451,1.57080007,0.21143614
11.80368400,0.20982221,-0.15168764,1.40424228,-0.01489219,1.57080007,0.20986623
11.84516300,0.20844302,-0.15190405,1.40397072,-0.01493621,1.57080007,0.20845404
11.88669800,0.20704551,-0.15211681,1.40369558,-0.01497656,1.57080007,0.20707120
11.92824600,0.20546094,-0.15236254,1.40337658,-0.01502424,1.57080007,0.20551594
11.96942300,0.20405607,-0.15259364,1.40308309,-0.01506826,1.57080007,0.20410742
12.01134100,0.20267689,-0.15282105,1.40280426,-0.01511228,1.57080007,0.20268056
12.05275600,0.20110698,-0.15308516,1.40250719,-0.01515996,1.57080007,0.20111430
12.09426000,0.19968745,-0.15331623,1.40225041,-0.01520764,1.57080007,0.19973145
12.13576500,0.19827525,-0.15354365,1.40199006,-0.01525166,1.57080007,0.19830459
12.17763700,0.19689608,-0.15377107,1.40172219,-0.01529934,1.57080007,0.19689976
12.21916900,0.19533350,-0.15403150,1.40141785,-0.01535437,1.57080007,0.19532615
12.26065100,0.19392498,-0.15426259,1.40113163,-0.01540205,1.57080007,0.19393964
12.30221000,0.19251645,-0.15449367,1.40082729,-0.01544973,1.57080007,0.19251645
12.34424300,0.19095388,-0.15477243,1.40050077,-0.01550475,1.57080007,0.19093186
12.38607500,0.18956369,-0.15502188,1.40021837,-0.01555244,1.57080007,0.18955269
12.42759000,0.18815884,-0.15527129,1.39993584,-0.01560012,1.57080007,0.18816984
12.46916000,0.18657424,-0.15555741,1.39962041,-0.01565881,1.57080007,0.18660359
12.51097100,0.18517673,-0.15580316,1.39930868,-0.01571016,1.57080007,0.18519874
12.55248200,0.18379389,-0.15605624,1.39901888,-0.01576518,1.57080007,0.18379755
12.59371700,0.18222030,-0.15633503,1.39865947,-0.01582387,1.57080007,0.18223864
12.63528800,0.18080078,-0.15658811,1.39833295,-0.01587523,1.57080007,0.18085213
12.67694100,0.17939958,-0.15685222,1.39801013,-0.01593024,1.57080007,0.17943993
12.71994300,0.17783333,-0.15714933,1.39762509,-0.01598527,1.57080007,0.17784801
12.76147800,0.17645049,-0.15741709,1.39729500,-0.01604029,1.57080007,0.17645782
12.80607800,0.17486222,-0.15773255,1.39693189,-0.01610264,1.57080007,0.17489891
12.84748500,0.17345004,-0.15800765,1.39660537,-0.01615766,1.57080007,0.17351606
12.88895400,0.17189114,-0.15832676,1.39623487,-0.01622369,1.57080007,0.17192048
12.93041200,0.17050095,-0.15860553,1.39589000,-0.01627871,1.57080007,0.17051561
12.97191500,0.16909242,-0.15887697,1.39553428,-0.01633740,1.57080007,0.16912544
13.01313000,0.16748950,-0.15919241,1.39516747,-0.01639975,1.57080007,0.16753718
13.05490200,0.16610299,-0.15947118,1.39485562,-0.01645844,1.57080007,0.16611765
13.09635600,0.16471647,-0.15975729,1.39454019,-0.01652080,1.57080007,0.16470546
