t_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
25.94002200,-0.25841257,-0.36659372,1.11794901,-0.08631604,1.57080007,-0.25842357
25.98150900,-0.25959000,-0.36756942,1.11643040,-0.08676353,1.57080364,-0.25958636
26.02276700,-0.26092884,-0.36869186,1.11475778,-0.08725873,1.57080007,-0.26089215
26.06402700,-0.26210627,-0.36967856,1.11340415,-0.08771722,1.57080007,-0.26206961
26.10551200,-0.26326171,-0.37069458,1.11190033,-0.08817572,1.57080007,-0.26325071
26.14689300,-0.26442081,-0.37169963,1.11039639,-0.08865990,1.57080007,-0.26442447
26.18815900,-0.26573762,-0.37281469,1.10872388,-0.08919544,1.57080007,-0.26572296
26.22954400,-0.26691872,-0.37382710,1.10729337,-0.08970530,1.57080007,-0.26687104
26.27100900,-0.26810351,-0.37481746,1.10578942,-0.09020048,1.57080007,-0.26805583
26.31291000,-0.26940197,-0.37596187,1.10406542,-0.09076168,1.57080007,-0.26939097
26.35456700,-0.27055374,-0.37697792,1.10260189,-0.09126787,1.57080007,-0.27056110
26.39617200,-0.27171284,-0.37800497,1.10110533,-0.09175205,1.57080007,-0.27171284
26.43754100,-0.27289397,-0.37903202,1.09960139,-0.09223257,1.57080007,-0.27287561
26.47901800,-0.27420345,-0.38014340,1.09793246,-0.09275709,1.57080007,-0.27418509
26.52053000,-0.27535519,-0.38118148,1.09632957,-0.09321193,1.57080007,-0.27535152
26.56205600,-0.27650329,-0.38220853,1.09483302,-0.09368878,1.57080007,-0.27651063
26.60334700,-0.27779812,-0.38336393,1.09314942,-0.09423897,1.57080364,-0.27780911
26.64480200,-0.27896455,-0.38440567,1.09159040,-0.09475250,1.57080007,-0.27896085
26.68632200,-0.28012729,-0.38541436,1.09001315,-0.09526969,1.57080007,-0.28011999
26.72786700,-0.28142214,-0.38657346,1.08830762,-0.09585658,1.57080364,-0.28141111
26.76935300,-0.28256285,-0.38761151,1.08681846,-0.09639578,1.57080364,-0.28256285
26.81112800,-0.28370363,-0.38866425,1.08521175,-0.09692030,1.57080007,-0.28370729
26.86727600,-0.28530288,-0.39009479,1.08306968,-0.09762457,1.57080007,-0.28528088
26.90882700,-0.28660503,-0.39126855,1.08136773,-0.09820779,1.57080007,-0.28657201
26.95030500,-0.28774214,-0.39231396,1.07978308,-0.09870664,1.57080007,-0.28771278
26.99195700,-0.28887922,-0.39335564,1.07813978,-0.09919815,1.57080007,-0.28887188
27.03354900,-0.29015571,-0.39455876,1.07645988,-0.09978504,1.57080007,-0.29015934
27.07481400,-0.29130745,-0.39560050,1.07486057,-0.10030956,1.57080007,-0.29128546
27.11618200,-0.29247388,-0.39666790,1.07322097,-0.10084876,1.57080007,-0.29243353
27.15785800,-0.29375038,-0.39785999,1.07144201,-0.10148333,1.57080007,-0.29373202
27.19936900,-0.29487646,-0.39892372,1.06986475,-0.10203721,1.57080007,-0.29488742
27.24067000,-0.29600987,-0.39998379,1.06825447,-0.10259474,1.57080007,-0.29601720
27.28231200,-0.29715428,-0.40102917,1.06668091,-0.10314494,1.57080007,-0.29713228
27.32380500,-0.29845276,-0.40226161,1.06478822,-0.10375751,1.57080007,-0.29839775
27.36641100,-0.29959354,-0.40332535,1.06317425,-0.10430771,1.57080007,-0.29954582
27.40823200,-0.30084798,-0.40453580,1.06140995,-0.10491660,1.57080007,-0.30084431
27.44978900,-0.30197406,-0.40559953,1.05968237,-0.10545580,1.57080007,-0.30198142
27.49108500,-0.30310750,-0.40667427,1.05803907,-0.10600601,1.57080364,-0.30309284
27.53264800,-0.30425927,-0.40777102,1.05646539,-0.10655621,1.57080007,-0.30421892
27.57404700,-0.30552107,-0.40900716,1.05459845,-0.10719812,1.57080007,-0.30551004
27.61525700,-0.30664715,-0.41010022,1.05288911,-0.10777033,1.57080007,-0.30665448
27.65698400,-0.30776221,-0.41115659,1.05132651,-0.10833155,1.57080007,-0.30776957
27.69847800,-0.30902404,-0.41240004,1.04943013,-0.10897345,1.57080007,-0.30902404
27.74000400,-0.31016111,-0.41348213,1.04772818,-0.10956033,1.57080007,-0.31016111
27.78149800,-0.31128722,-0.41459721,1.04608119,-0.11013621,1.57080007,-0.31127620
27.82348200,-0.31254900,-0.41584069,1.04421055,-0.11080746,1.57080007,-0.31252697
27.86501800,-0.31365305,-0.41691542,1.04250860,-0.11138334,1.57080007,-0.31363842
27.90650400,-0.31477550,-0.41803047,1.04079568,-0.11194454,1.57080007,-0.31475347
27.94828600,-0.31603363,-0.41927764,1.03891397,-0.11259012,1.57080007,-0.31600061
27.98981900,-0.31716704,-0.42041105,1.03721929,-0.11317334,1.57080364,-0.31711936
28.03145700,-0.31827846,-0.42150411,1.03554666,-0.11376022,1.57080007,-0.31823444
28.07269600,-0.31934586,-0.42258251,1.03380072,-0.11432876,1.57080007,-0.31933120
28.11430500,-0.32049763,-0.42374894,1.03202534,-0.11497801,1.57080007,-0.32049397
28.15573400,-0.32145131,-0.42472464,1.03058386,-0.11552088,1.57080007,-0.32144764
28.19744300,-0.32235730,-0.42562696,1.02914596,-0.11603073,1.57080007,-0.32233164
28.23897900,-0.32323396,-0.42649630,1.02777779,-0.11651491,1.57080007,-0.32318994
28.28024000,-0.32389423,-0.42716023,1.02676535,-0.11686704,1.57080007,-0.32384652
28.32139000,-0.32443342,-0.42773977,1.02597308,-0.11716048,1.57080007,-0.32439673
28.36294200,-0.32490659,-0.42823860,1.02522850,-0.11741358,1.57080007,-0.32488459
28.40516800,-0.32521471,-0.42853570,1.02471507,-0.11757130,1.57080007,-0.32519272
28.44666900,-0.32541645,-0.42874113,1.02434814,-0.11768501,1.57080007,-0.32540175
28.48811900,-0.32556316,-0.42888418,1.02412081,-0.11776938,1.57080364,-0.32553750
28.52922500,-0.32562920,-0.42895019,1.02402174,-0.11780973,1.57080007,-0.32560721
28.57038500,-0.32565853,-0.42898321,1.02398133,-0.11783173,1.57080007,-0.32564384
28.61175600,-0.32566956,-0.42899421,1.02396679,-0.11783907,1.57080007,-0.32565853
28.65401500,-0.32567686,-0.42899790,1.02395940,-0.11784640,1.57080007,-0.32566956
